Name,代码,粉丝数
PacPlywood-New ,(HK:02996),0
康健国际（四千） ,(HK:02997),0
国盛投资（旧） ,(HK:02999),1
汇丰MSCI香港 ,(HK:03000),29
X安硕可选消费 ,(HK:03001),3
宝来台湾卓越50 ,(HK:03002),6
安硕亚洲小型股 ,(HK:03004),5
XDB沪深工业 ,(HK:03005),4
X安硕A股基建 ,(HK:03006),3
XDB富时50 ,(HK:03007),1
添富沪深三百 ,(HK:03008),6
XDB新兴市场 ,(HK:03009),2
安硕亚洲50 ,(HK:03010),3
XDB美元现金 ,(HK:03011),26
XDB亚洲高收益 ,(HK:03013),3
XDBCNX印度 ,(HK:03015),5
XDB菲律宾 ,(HK:03016),11
XDB沪深能源 ,(HK:03017),7
XDB环球 ,(HK:03019),5
XDB美国 ,(HK:03020),24
大成香港中资民企 ,(HK:03022),1
X标智上证50 ,(HK:03024),11
XDB沪深可选 ,(HK:03025),1
XDB澳元现金 ,(HK:03026),11
XDB俄罗斯 ,(HK:03027),32
X易亚马来西亚 ,(HK:03029),4
X易亚印尼 ,(HK:03031),9
安硕亚洲中型股 ,(HK:03032),1
汇丰MSCI中国 ,(HK:03033),18
XDB新兴亚洲 ,(HK:03035),0
XDB台湾 ,(HK:03036),4
X易亚菲律宾 ,(HK:03037),7
X安硕A股原材料 ,(HK:03039),4
HZMSCI中国 ,(HK:03040),3
价值韩国ETF ,(HK:03041),6
XDB太平洋 ,(HK:03043),0
XDB印度 ,(HK:03045),5
价值中国ETF ,(HK:03046),12
DB巴西 ,(HK:03048),15
XDB沪深三百 ,(HK:03049),12
X安硕A股能源 ,(HK:03050),6
X中金深证100 ,(HK:03051),4
XDB沪深公用 ,(HK:03052),2
HZ标普亚洲消费 ,(HK:03054),5
XDB中国 ,(HK:03055),0
HZ标普国际消费 ,(HK:03056),7
XDB沪深医药 ,(HK:03057),10
价值台湾ETF ,(HK:03060),7
XDB沪深银行 ,(HK:03061),7
XDB沪深原材 ,(HK:03062),0
XDB沪深运输 ,(HK:03063),1
HZ标普亚洲金融 ,(HK:03064),2
DB新加坡 ,(HK:03065),7
HZ标普亚洲资讯 ,(HK:03066),3
X易亚泰国 ,(HK:03069),14
平安香港高息股 ,(HK:03070),24
X大成中国消费 ,(HK:03071),1
平安香港中型股 ,(HK:03072),10
SPDR大中华 ,(HK:03073),4
HZ标普亚洲工业 ,(HK:03075),2
HZ标普亚洲能源 ,(HK:03076),2
大成香港中资央企 ,(HK:03077),1
HZ标普亚洲原材 ,(HK:03078),2
价值黄金 ,(HK:03081),32
DB马来西亚 ,(HK:03082),5
汇丰MSCI台湾 ,(HK:03083),2
价值日本ETF ,(HK:03084),30
领航亚洲高股息率 ,(HK:03085),4
XDB富时越南 ,(HK:03087),134
汇丰MSCI金龙 ,(HK:03088),2
X易亚台湾 ,(HK:03089),0
X易亚韩国 ,(HK:03090),5
X易亚印度 ,(HK:03091),2
XDB泰国 ,(HK:03092),15
平安R香港50 ,(HK:03098),7
XDB印尼 ,(HK:03099),14
易方达中一百 ,(HK:03100),15
领航富时发展欧洲 ,(HK:03101),6
XDB孟加拉 ,(HK:03105),3
XDB巴基斯坦 ,(HK:03106),5
添富主要消费 ,(HK:03107),0
HZ恒生高股息率 ,(HK:03110),9
ETFS白银 ,(HK:03117),59
嘉实明晟A股 ,(HK:03118),10
ETFS铂金 ,(HK:03119),8
易方达120 ,(HK:03120),3
领航富时日本 ,(HK:03126),4
HZ沪深三百 ,(HK:03127),0
恒生A股龙头 ,(HK:03128),13
添富中证医药 ,(HK:03132),2
嘉实明晟50 ,(HK:03136),1
南方中华80 ,(HK:03137),1
安硕人债基金 ,(HK:03139),4
华夏中华八十 ,(HK:03180),4
华夏沪深三百 ,(HK:03188),494
南方五年国债 ,(HK:03199),11
中国玻璃 ,(HK:03300),116
巨涛海洋石油服务 ,(HK:03303),522
金鹰商贸集团 ,(HK:03308),349
中国建筑国际 ,(HK:03311),741
雅高矿业 ,(HK:03313),35
金邦达宝嘉 ,(HK:03315),645
中国香精香料 ,(HK:03318),83
永嘉集团 ,(HK:03322),87
中国建材 ,(HK:03323),540
交通银行 ,(HK:03328),2500
灵宝黄金 ,(HK:03330),106
维达国际 ,(HK:03331),640
中生联合 ,(HK:03332),123
恒大地产 ,(HK:03333),4554
DBA电讯 ,(HK:03335),28
巨腾国际 ,(HK:03336),382
安东油田服务 ,(HK:03337),1526
中国龙工 ,(HK:03339),263
互益集团 ,(HK:03344),22
先进半导体 ,(HK:03355),115
远东宏信 ,(HK:03360),583
正业国际 ,(HK:03363),41
华侨城（亚洲） ,(HK:03366),295
百盛集团 ,(HK:03368),396
秦港股份 ,(HK:03369),183
远洋地产 ,(HK:03377),273
厦门港务 ,(HK:03378),688
龙光地产 ,(HK:03380),71
天津港发展 ,(HK:03382),351
雅居乐地产 ,(HK:03383),985
东鹏控股 ,(HK:03386),184
亨得利 ,(HK:03389),193
威胜集团 ,(HK:03393),290
华鼎控股 ,(HK:03398),199
粤运交通 ,(HK:03399),1252
永盛新材料 ,(HK:03608),19
重庆农村商业银行 ,(HK:03618),1086
集成金融 ,(HK:03623),66
仁恒实业控股 ,(HK:03628),21
中裕燃气 ,(HK:03633),287
保利文化 ,(HK:03636),1162
亿达中国 ,(HK:03639),28
协众国际控股 ,(HK:03663),107
小南国 ,(HK:03666),570
中铝矿业国际 ,(HK:03668),82
永达汽车 ,(HK:03669),164
荣丰联合控股 ,(HK:03683),4
莱蒙国际 ,(HK:03688),109
徽商银行 ,(HK:03698),269
珂莱蒂尔 ,(HK:03709),33
中国光纤 ,(HK:03777),456
中国织材控股 ,(HK:03778),6
中国罕王 ,(HK:03788),37
保利协鑫能源 ,(HK:03800),3688
中国重汽 ,(HK:03808),202
宝胜国际 ,(HK:03813),152
KFM金德 ,(HK:03816),14
中国动向 ,(HK:03818),1351
德普科技 ,(HK:03823),25
明辉国际 ,(HK:03828),66
新疆新鑫矿业 ,(HK:03833),296
和谐汽车 ,(HK:03836),102
中国淀粉 ,(HK:03838),57
群星纸业 ,(HK:03868),17
三和建筑 ,(HK:03882),6
中国奥园 ,(HK:03883),155
康健国际医疗 ,(HK:03886),169
金山软件 ,(HK:03888),53953
大成糖业 ,(HK:03889),43
南车时代电气 ,(HK:03898),574
中集安瑞科 ,(HK:03899),1395
绿城中国 ,(HK:03900),1135
瀚华金控 ,(HK:03903),103
金界控股 ,(HK:03918),422
郑州华润燃气 ,(HK:03928),28
联邦制药 ,(HK:03933),2873
三林环球 ,(HK:03938),2
万国国际矿业 ,(HK:03939),8
伊泰煤炭 ,(HK:03948),333
招商银行 ,(HK:03968),36524
中海石油化学 ,(HK:03983),147
中国银行 ,(HK:03988),2154
首创环境 ,(HK:03989),298
洛阳钼业 ,(HK:03993),438
波司登 ,(HK:03998),405
大成食品 ,(HK:03999),126
高鑫零售 ,(HK:06808),783
凯德商用─Ｓ ,(HK:06813),44
中国光大银行 ,(HK:06818),303
香港电讯─SS ,(HK:06823),103
蓝天威力 ,(HK:06828),66
华众控股 ,(HK:06830),19
海通证券 ,(HK:06837),1267
盈利时 ,(HK:06838),56
辉山乳业 ,(HK:06863),1240
天福 ,(HK:06868),485
豪特保健 ,(HK:06880),83
中国银河 ,(HK:06881),455
新濠博亚娱乐 ,(HK:06883),309
英达公路再生科技 ,(HK:06888),268
DYNAMJAPANHLDGS ,(HK:06889),620
衍生集团 ,(HK:06893),13
中国铝罐 ,(HK:06898),24
联众 ,(HK:06899),453
东方汇财证券 ,(HK:08001),178
IGGInc ,(HK:08002),5808
世大控股 ,(HK:08003),10
裕兴科技 ,(HK:08005),89
华泰瑞银 ,(HK:08006),139
数码香港 ,(HK:08007),29
新意网集团 ,(HK:08008),173
华夏能源控股 ,(HK:08009),72
成报传媒 ,(HK:08010),16
百田石油 ,(HK:08011),15
仁恒实业控股 ,(HK:08012),8
乾隆科技                             ,(HK:08015),5
长虹佳华 ,(HK:08016),34
百龄国际 ,(HK:08017),8
汇财软件 ,(HK:08018),63
皓文控股 ,(HK:08019),50
川盟金融 ,(HK:08020),17
汇隆控股 ,(HK:08021),47
彩娱集团 ,(HK:08022),40
亚洲资产 ,(HK:08025),35
长达科技 ,(HK:08026),24
天时软件 ,(HK:08028),36
太阳国际 ,(HK:08029),34
汇联金融服务 ,(HK:08030),41
易通讯集团 ,(HK:08031),13
非凡中国 ,(HK:08032),212
爱达利网络 ,(HK:08033),17
滨海投资 ,(HK:08035),63
晶芯科技控股 ,(HK:08036),25
锐康药业 ,(HK:08037),72
天马影视 ,(HK:08039),39
荟萃国际（控股） ,(HK:08041),13
年代煤矿机电 ,(HK:08043),8
南大苏富特 ,(HK:08045),103
恒芯中国 ,(HK:08046),105
昇力集团 ,(HK:08047),61
香港珠宝 ,(HK:08048),22
吉林长龙药业 ,(HK:08049),284
云博产业 ,(HK:08050),135
千里眼控股 ,(HK:08051),6
利亚零售                             ,(HK:08052),5
比优集团 ,(HK:08053),14
中国网络教育 ,(HK:08055),169
鼎丰集团控股 ,(HK:08056),31
罗欣药业 ,(HK:08058),1810
朝威控股 ,(HK:08059),5
国联通信 ,(HK:08060),45
光亚 ,(HK:08061),26
和滙集团 ,(HK:08063),23
中国海景                             ,(HK:08065),0
品创控股 ,(HK:08066),38
新宇国际 ,(HK:08068),106
中裕燃气 ,(HK:08070),12
中彩网通控股 ,(HK:08071),199
罗马集团 ,(HK:08072),156
寰亚传媒 ,(HK:08075),97
新利软件 ,(HK:08076),19
昆仑国际金融 ,(HK:08077),34
中国3D数码 ,(HK:08078),147
无限创意控股 ,(HK:08079),30
北亚策略 ,(HK:08080),44
中国手游文化 ,(HK:08081),200
仁智国际集团 ,(HK:08082),32
中国创新支付 ,(HK:08083),3588
香港生命科学 ,(HK:08085),92
DX.COM控股 ,(HK:08086),395
中国三三传媒 ,(HK:08087),31
高诚资本 ,(HK:08088),34
华人策略控股 ,(HK:08089),50
中国融保金融集团 ,(HK:08090),46
ITEHOLDINGS ,(HK:08092),19
北大青鸟环宇 ,(HK:08095),227
瑞丰石化 ,(HK:08096),18
昌利控股 ,(HK:08098),9
中国优材 ,(HK:08099),23
联梦活力世界 ,(HK:08100),296
家梦控股 ,(HK:08101),65
上海复旦 ,(HK:08102),360
泰盛国际控股 ,(HK:08103),17
浙大兰德 ,(HK:08106),31
誉宴集团 ,(HK:08107),25
福泽集团 ,(HK:08108),44
科瑞控股 ,(HK:08109),23
中科光电 ,(HK:08111),50
FocusMedia ,(HK:08112),38
上海青浦消防 ,(HK:08115),33
中国幸福投资 ,(HK:08116),67
中国基础资源 ,(HK:08117),46
即时科研 ,(HK:08119),4
东麟农业 ,(HK:08120),76
先健科技 ,(HK:08122),112
首华财经网络 ,(HK:08123),67
中持基业 ,(HK:08125),17
G.A.控股 ,(HK:08126),29
中国地能 ,(HK:08128),64
中国生物资源 ,(HK:08129),35
智城控股 ,(HK:08130),41
辰罡科技 ,(HK:08131),17
中油港燃 ,(HK:08132),62
正美丰业 ,(HK:08135),42
洪桥集团 ,(HK:08137),77
同仁堂国药 ,(HK:08138),2800
华夏医疗 ,(HK:08143),353
电讯首科 ,(HK:08145),54
马仕达国际 ,(HK:08146),10
MillenniumPacific ,(HK:08147),20
奥柏中国 ,(HK:08148),17
无缝绿色 ,(HK:08150),83
亿胜生物科技                           ,(HK:08151),9
科地农业 ,(HK:08153),36
南华置地 ,(HK:08155),8
众彩股份 ,(HK:08156),327
中国生物医学 ,(HK:08158),1257
辉煌科技 ,(HK:08159),221
朸浚国际 ,(HK:08160),4
华彩控股 ,(HK:08161),147
港银控股 ,(HK:08162),14
万德移动 ,(HK:08163),57
华普智通 ,(HK:08165),54
中国农业生态 ,(HK:08166),44
中国新电信 ,(HK:08167),57
英裘控股 ,(HK:08168),53
环康集团 ,(HK:08169),6
中国趋势 ,(HK:08171),63
中国星文化产业 ,(HK:08172),48
寰亚矿业 ,(HK:08173),19
中国数码文化 ,(HK:08175),205
EDSWellness ,(HK:08176),16
中国信息科技 ,(HK:08178),54
喜尚控股 ,(HK:08179),31
新锐医药 ,(HK:08180),213
港深联合 ,(HK:08181),54
御药堂 ,(HK:08185),61
神州东盟资源 ,(HK:08186),3
牡丹汽车 ,(HK:08188),4
泰达生物 ,(HK:08189),29
康佰控股 ,(HK:08190),24
鸿伟亚洲 ,(HK:08191),46
环球能源资源 ,(HK:08192),77
汉华专业服务 ,(HK:08193),23
乐亚国际控股 ,(HK:08195),10
元征科技（新） ,(HK:08196),8
东北虎药业 ,(HK:08197),160
新濠环彩 ,(HK:08198),154
修身堂 ,(HK:08200),49
宝联控股 ,(HK:08201),44
汇创控股 ,(HK:08202),40
凯顺能源 ,(HK:08203),12
交大慧谷 ,(HK:08205),21
神通电信服务 ,(HK:08206),2
中国信贷 ,(HK:08207),2667
常茂生物化学工程 ,(HK:08208),15
美捷控股 ,(HK:08209),16
龙杰智能卡 ,(HK:08210),259
浙江永隆实业 ,(HK:08211),18
誉满国际控股 ,(HK:08212),131
惟膳 ,(HK:08213),14
第一信用金融 ,(HK:08215),70
百本医护 ,(HK:08216),131
长安民生物流 ,(HK:08217),158
毅高国际控股 ,(HK:08218),12
品牌中国 ,(HK:08219),143
比高集团 ,(HK:08220),295
壹照明 ,(HK:08222),22
万全科技药业 ,(HK:08225),190
中昱科技 ,(HK:08226),20
海天天线 ,(HK:08227),19
国艺娱乐 ,(HK:08228),65
东大照明 ,(HK:08229),1
复旦张江 ,(HK:08231),2220
中国优通 ,(HK:08232),62
中国基建港口 ,(HK:08233),25
赛迪顾问 ,(HK:08235),49
宝德科技集团 ,(HK:08236),72
华星控股 ,(HK:08237),30
明基控股 ,(HK:08239),34
中国城市轨道科技 ,(HK:08240),49
宏创高科 ,(HK:08242),19
大贺传媒 ,(HK:08243),50
名轩控股 ,(HK:08246),14
中生北控生物科技 ,(HK:08247),430
幻音数码                             ,(HK:08248),0
宁波万豪 ,(HK:08249),27
中国天然投资 ,(HK:08250),45
上海栋华 ,(HK:08251),2
天元铝业 ,(HK:08253),12
神州数字 ,(HK:08255),360
金利通 ,(HK:08256),12
西北实业 ,(HK:08258),19
施伯乐策略控股 ,(HK:08260),54
海天水电 ,(HK:08261),25
宏峰太平洋 ,(HK:08265),26
金达集团国际 ,(HK:08266),37
富誉控股 ,(HK:08269),50
中国煤层气 ,(HK:08270),117
环球数码创意 ,(HK:08271),138
华人饮食集团 ,(HK:08272),23
浙江展望 ,(HK:08273),10
华章科技 ,(HK:08276),17
物美商业                             ,(HK:08277),15
亚博科技控股 ,(HK:08279),688
长城微光 ,(HK:08286),11
天津天联公用                           ,(HK:08290),4
西南环保 ,(HK:08291),16
慧聪网 ,(HK:08292),1981
卓亚资本 ,(HK:08295),51
中国生命集团 ,(HK:08296),186
安捷利实业 ,(HK:08298),119
大唐潼金 ,(HK:08299),20
明华科技 ,(HK:08301),22
江晨国际                             ,(HK:08305),0
中国有色金属 ,(HK:08306),44
时尚环球 ,(HK:08309),25
伽玛物流集团 ,(HK:08310),69
圆美光电 ,(HK:08311),125
金满堂控股 ,(HK:08312),8
冠辉保安 ,(HK:08315),4
财华社集团 ,(HK:08317),13
思城控股 ,(HK:08320),47
中国汽车内饰 ,(HK:08321),91
中国支付通 ,(HK:08325),1792
JCGroupH ,(HK:08326),22
海王英特龙 ,(HK:08329),387
浙江世宝                             ,(HK:08331),15
电讯数码控股 ,(HK:08336),50
直通电讯 ,(HK:08337),19
域高金融 ,(HK:08340),2
滨海泰达物流 ,(HK:08348),78
俊文宝石 ,(HK:08351),34
中国新华电视 ,(HK:08356),120
SDMGroupHold ,(HK:08363),16
万德资源 ,(HK:08371),0
中国3D数码-旧 ,(HK:08372),16
东麟农业（旧） ,(HK:08373),7
易通讯（四千） ,(HK:08375),2
即时科研 ,(HK:08376),2
中国电力科技－旧 ,(HK:08377),15
中华药业-五千 ,(HK:08378),1
中国3D数码－旧 ,(HK:08379),0
钲皓控股（旧） ,(HK:08380),1
汇财软件（旧） ,(HK:08381),0
荟萃国际（旧） ,(HK:08382),1
中国优通（一万） ,(HK:08383),17
无限创意控股-旧 ,(HK:08386),5
中国联盛（旧） ,(HK:08387),4
EDSWELLNESS-OLD ,(HK:08388),3
中国生物资源-旧 ,(HK:08389),2
中国幸福投资-旧 ,(HK:08390),4
家梦控股（旧） ,(HK:08391),2
名家国际（旧） ,(HK:08392),6
国艺娱乐（旧） ,(HK:08393),1
中国农业生态-旧 ,(HK:08395),9
中汽车内饰三万六 ,(HK:08396),0
联梦活力世界-旧 ,(HK:08397),9
誉满国际控股-旧 ,(HK:08398),4
汇隆控股（旧） ,(HK:08399),6
