Code,Name,港股市值
01212,利福国际,245亿
01213,万保刚集团,3亿
01215,开源控股,10亿
01218,永义国际,3亿
01219,天喔国际,51亿
01220,志道国际,16亿
01221,SINOHOTELS,23亿
01222,WANGONGROUP,17亿
01223,新沣集团,16亿
01224,中渝置地,35亿
01225,隆成集团,5亿
01228,奇峰国际,Error
01229,南南资源,3亿
01230,雅士利国际,82亿
01231,新矿资源,34亿
01232,金轮天地控股,14亿
01233,时代地产,54亿
01234,中国利郎,62亿
01235,专业旅运,4亿
01236,乾隆科技,39亿
01237,美丽家园,10亿
01238,宝龙地产,42亿
01239,金宝宝控股,19亿
01240,新利控股,7亿
01241,双桦控股,2亿
01246,毅信控股,3亿
01247,米格国际控股,8亿
01249,通力电子,13亿
01250,金彩控股,Error
01251,华油能源,20亿
01252,中国天瑞水泥,53亿
01255,港大零售,3亿
01258,中国有色矿业,70亿
01259,青蛙王子,13亿
01260,皓天财经集团,14亿
01262,蜡笔小新食品,11亿
01263,栢能集团,4亿
01265,天津津燃公用,6亿
01266,西王特钢,23亿
01268,美东汽车,17亿
01269,中国车辆零部件,7亿
01270,朗廷-SS,67亿
01271,佳明集团控股,31亿
01273,香港信贷,3亿
01275,开元产业信托,30亿
01277,力量能源,32亿
01278,中国新城镇,33亿
01280,汇银家电,6亿
01281,开世中国,11亿
01282,世达科技,6亿
01288,农业银行,1137亿
01290,中国汇融,13亿
01293,宝信汽车,123亿
01296,国电科环,17亿
01297,中国擎天软件,33亿
01298,天美(控股),4亿
01299,友邦保险,5203亿
01300,俊知集团,15亿
01303,汇力资源,10亿
01308,海丰国际,109亿
01312,联合水泥,31亿
01313,华润水泥控股,330亿
01314,翠华控股,36亿
01315,允升国际,5亿
01316,耐世特,168亿
01318,格菱控股,18亿
01319,霭华押业信贷,6亿
01322,CWGROUPHOLD,12亿
01323,NEWTREEGROUP,24亿
01328,精英国际,36亿
01329,钜大国际,4亿
01332,确利达国际,9亿
01333,中国忠旺,192亿
01335,顺泰控股,8亿
01336,新华保险,353亿
01337,中国金凤凰,Error
01338,霸王集团,8亿
01339,中国人民保险集团,311亿
01340,惠生国际,4亿
01345,中国先锋医药,86亿
01348,滉达富控股,20亿
01349,复旦张江,22亿
01353,诺奇,Error
01358,普华和顺,60亿
01359,中国信达,432亿
01360,MEGAEXPO,3亿
01361,361度,43亿
01363,中滔环保,113亿
01366,江南集团,43亿
01368,特步国际,72亿
01369,五洲国际,66亿
01370,恒实矿业,39亿
01371,华彩控股,54亿
01372,怡益控股,4亿
01373,国际家居零售,12亿
01378,中国宏桥,335亿
01380,中国金石,7亿
01382,互太纺织,143亿
01383,太阳世纪集团,7亿
01385,上海复旦,16亿
01386,盈进集团,3亿
01387,人和商业,117亿
01388,安莉芳控股,16亿
01390,环亚智富,12亿
01393,恒鼎实业,15亿
01396,毅德国际,66亿
01398,工商银行,4591亿
01399,飞毛腿,10亿
01421,工盖有限公司,6亿
01426,春泉产业信托,40亿
01428,耀才证券金融,26亿
01431,原生态牧业,29亿
01439,中华包装控股,5亿
01448,福寿园,79亿
01488,理文手袋,5亿
01513,丽珠医药,Error
01515,凤凰医疗,114亿
01555,MI能源,25亿
01600,天伦燃气,70亿
01613,协同通信,43亿
01616,银仕来控股,7亿
01618,中国中冶,66亿
01622,力高地产,58亿
01623,海隆控股,29亿
01628,禹洲地产,66亿
01633,美即控股,Error
01636,中国金属利用,24亿
01638,佳兆业集团,104亿
01661,智美集团,84亿
01663,汉港房地产,9亿
01666,同仁堂科技,62亿
01668,华南城,293亿
01678,中国创意家居,32亿
01680,澳门励骏,196亿
01681,康臣药业,56亿
01682,福源集团控股,15亿
01685,博耳电力,59亿
01689,华禧控股,6亿
01698,博士蛙国际,Error
01699,普甜食品,10亿
01700,华地国际控股,73亿
01708,三宝科技,5亿
01717,澳优,25亿
01728,正通汽车,75亿
01733,永晖焦煤,10亿
01766,中国南车,Error
01768,赛得利控股,90亿
01777,花样年控股,48亿
01788,国泰君安国际,139亿
01798,大唐新能源,25亿
01800,中国交通建设,369亿
01803,瀚洋控股,Error
01808,企展控股,4亿
01812,晨鸣纸业,13亿
01813,合景泰富,152亿
01818,招金矿业,34亿
01819,富贵鸟,45亿
01822,幻音数码,12亿
01823,华昱高速,3亿
01828,大昌行集团,73亿
01829,中国机械工程,56亿
01830,必瘦站,22亿
01831,十方控股,4亿
01833,银泰百货,129亿
01836,九兴控股,169亿
01838,CHINAPROPERTIES,23亿
01862,景瑞控股,42亿
01863,思嘉集团,Error
01866,中国心连心化肥,22亿
01868,真明丽,24亿
01878,南戈壁-S,8亿
01880,百丽国际,693亿
01882,海天国际,245亿
01883,中信国际电讯,104亿
01884,EPRINT集团,4亿
01886,汇源果汁,74亿
01888,建滔积层板,90亿
01889,武夷药业,6亿
01893,中材股份,26亿
01898,中煤能源,204亿
01899,兴达国际,42亿
01900,中国智能交通,18亿
01910,新秀丽,341亿
01913,普拉达,1129亿
01918,融创中国,231亿
01919,中国远洋,98亿
01928,金沙中国有限公司,3303亿
01929,周大福,1012亿
01938,珠江钢管,22亿
01963,重庆银行,68亿
01966,中骏置业,49亿
01968,匹克体育,43亿
01972,太古地产,1363亿
01988,民生银行,624亿
01991,大洋集团,3亿
01997,峻凌国际,Error
01998,飞克国际,Error
01999,敏华控股,121亿
02000,晨讯科技,9亿
02002,阳光纸业,5亿
02005,利君国际,107亿
02006,锦江酒店,38亿
02007,碧桂园,614亿
02008,凤凰卫视,125亿
02009,金隅股份,75亿
02010,瑞年国际,25亿
02011,KEE,2亿
02012,阳光油砂,22亿
02018,瑞声科技,523亿
02020,安踏体育,353亿
02023,中国绿岛科技,4亿
02028,映美控股,9亿
02030,卡宾,20亿
02033,时计宝,22亿
02038,富士康国际,292亿
02039,中集集团,266亿
02068,中铝国际,8亿
02078,荣阳实业,11亿
02080,MAGNUMENT,2亿
02083,中国地板,16亿
02088,西王糖业,4亿
02098,卓尔发展,94亿
02099,中国黄金国际,60亿
02112,优库资源,20亿
02118,天山发展控股,31亿
02121,一化控股,13亿
02123,金盾控股,Error
02128,中国联塑,126亿
02133,中国多金属,7亿
02168,盈德气体,96亿
02178,百勤油服,13亿
02183,利福地产,5亿
02188,泰坦能源技术,7亿
02196,复星医药,112亿
02198,中国三江化工,26亿
02200,浩沙国际,53亿
02208,金风科技,61亿
02211,金天医药集团,53亿
02213,益华百货,6亿
02218,安德利果汁,3亿
02222,雷士照明,Error
02223,卡撒天娇,2亿
02226,老恒和酿造,23亿
02228,中国节能海东青,25亿
02233,西部水泥,37亿
02236,惠生工程,27亿
02238,广汽集团,156亿
02255,海昌控股,55亿
02266,帝盛酒店集团,28亿
02268,优源控股,18亿
02282,美高梅中国,784亿
02283,东江集团控股,14亿
02288,宏基资本,6亿
02299,百宏实业,88亿
02300,澳科控股,27亿
02302,中核国际,14亿
02307,锦兴国际控股,4亿
02308,研祥智能,3亿
02309,伯明翰环球,Error
02310,申基国际,6亿
02313,申洲国际,356亿
02314,理文造纸,203亿
02317,味丹国际,6亿
02318,中国平安,2755亿
02319,蒙牛乳业,592亿
02320,合丰集团,3亿
02322,仁瑞投资,1亿
02323,至卓国际,2亿
02326,百灵达国际控股,5亿
02327,积华生物医药,4亿
02328,中国财险,681亿
02330,中国上城,3亿
02331,李宁,46亿
02333,长城汽车,417亿
02336,科浪国际,9亿
02338,潍柴动力,154亿
02339,北泰,8亿
02340,新昌管理集团,5亿
02341,中怡精细化工,10亿
02342,京信通信,47亿
02343,太平洋航运,62亿
02345,上海集优,9亿
02348,东瑞制药,57亿
02349,水务地产集团,15亿
02355,宝业集团,12亿
02356,大新银行集团,177亿
02357,中航科工,126亿
02358,三丸控股,4亿
02362,金川国际,28亿
02366,勤＋缘媒体服务,2亿
02368,鹰美,7亿
02369,中国无线,73亿
02371,中国东方文化,11亿
02378,保诚,4673亿
02379,中天国际,9亿
02380,中国电力,253亿
02382,舜宇光学科技,148亿
02383,TOM集团,59亿
02386,中石化炼化工程,84亿
02388,中银香港,2748亿
02389,正峰集团,29亿
02393,巨星国际控股,38亿
02398,友佳国际,9亿
02468,创益太阳能,Error
02488,元征科技,13亿
02600,中国铝业,133亿
02601,中国太保,901亿
02607,上海医药,130亿
02608,阳光100中国,65亿
02618,ＴＣＬ通讯,92亿
02623,中国中盛资源,18亿
02626,湖南有色金属公司,61亿
02628,中国人寿,1990亿
02638,港灯－SS,453亿
02662,奕达,5亿
02668,百德国际,21亿
02678,天虹纺织,47亿
02688,新奥能源,484亿
02689,玖龙纸业,328亿
02698,魏桥纺织,19亿
02700,格林国际控股,9亿
02722,重庆机电,13亿
02727,上海电气,125亿
02728,成谦声汇,3亿
02777,富力地产,93亿
02788,精熙国际,7亿
02789,远大中国,29亿
02866,中海集运,84亿
02868,首创置业,28亿
02877,神威药业,108亿
02878,SOLOMONSYSTECH,8亿
02880,大连港,30亿
02882,香港资源控股,5亿
02883,中海油田服务,218亿
02888,渣打集团,2791亿
02889,中国镍资源,6亿
02898,龙润茶,5亿
02899,紫金矿业,122亿
02903,中国源畅,2亿
02905,骏新能源,4亿
02909,瀚洋控股,22亿
02911,民丰企业,2亿
02914,凯升控股,3亿
02915,亚洲资源,81亿
02916,路易十三集团,62亿
02918,景福集团股权,63亿
03300,中国玻璃,15亿
03303,巨涛海洋石油服务,10亿
03308,金鹰商贸集团,166亿
03311,中国建筑国际,440亿
03313,雅高矿业,25亿
03315,金邦达宝嘉,46亿
03318,中国香精香料,6亿
03322,永嘉集团,11亿
03323,中国建材,212亿
03328,交通银行,2338亿
03330,灵宝黄金,3亿
03331,维达国际,112亿
03332,中生联合,3亿
03333,恒大地产,455亿
03335,ＤBA电讯,Error
03336,巨腾国际,47亿
03337,安东油田服务,34亿
03339,中国龙工,69亿
03344,互益集团,5亿
03355,先进半导体,7亿
03360,远东宏信,241亿
03363,正业国际,3亿
03366,华侨城(亚洲),19亿
03368,百盛集团,58亿
03369,秦港股份,31亿
03377,远洋地产,331亿
03378,厦门港务,22亿
03380,龙光地产,124亿
03382,天津港发展,117亿
03383,雅居乐地产,159亿
03386,东鹏控股,34亿
03389,亨得利,70亿
03393,威胜集团,74亿
03398,华鼎控股,8亿
03399,南粤物流,8亿
03608,永盛新材料,5亿
03618,重庆农村商业银行,118亿
03623,集成金融,10亿
03633,中裕燃气,41亿
03636,保利文化,21亿
03663,协众国际控股,8亿
03666,小南国,14亿
03668,中铝矿业国际,106亿
03669,永达汽车,79亿
03683,荣丰联合控股,8亿
03688,莱蒙国际,26亿
03698,徽商银行,108亿
03777,中国光纤,33亿
03778,中国织材控股,9亿
03788,中国罕王,22亿
03800,保利协鑫能源,295亿
03808,中国重汽,119亿
03813,宝胜国际,36亿
03816,ＫＦＭ金德,7亿
03818,中国动向,78亿
03823,德普科技,81亿
03828,明辉国际,5亿
03833,新疆新鑫矿业,11亿
03836,和谐汽车,57亿
03838,中国淀粉,10亿
03868,群星纸业,Error
03883,中国奥园,34亿
03886,康健国际,54亿
03888,金山软件,187亿
03889,大成糖业,5亿
03898,南车时代电气,Error
03899,中集安瑞科,113亿
03900,绿城中国,163亿
03918,金界控股,137亿
03933,联邦制药,81亿
03939,万国国际矿业,13亿
03948,伊泰煤炭,26亿
03968,招商银行,785亿
03983,中海石油化学,50亿
03988,中国银行,3436亿
03989,新环保能源,20亿
03993,洛阳钼业,64亿
03998,波司登,89亿
03999,大成食品,9亿
06030,中信证券,333亿
06288,FASTRETAIL,28亿
06808,高鑫零售,781亿
06813,凯德商用─Ｓ,Error
06818,中国光大银行,293亿
06823,香港电讯-SS,772亿
06828,中国威力印刷,17亿
06830,华众控股,14亿
06837,海通证券,278亿
06838,盈利时,3亿
06863,辉山乳业,202亿
06868,天福,37亿
06880,豪特保健,Error
06881,中国银河,169亿
06883,新濠博亚娱乐,1009亿
06888,英达公路再生科技,14亿
06889,DYNAMJAPAN,111亿
06898,中国铝罐,6亿
08002,IGG,39亿
08003,世大控股,4亿
08005,裕兴科技,24亿
08006,中华网,16亿
08007,数码香港,12亿
08008,新意网集团,56亿
08009,华夏能源控股,2亿
08010,成报传媒,Error
08011,百田石油,4亿
08012,仁恒实业控股,Error
08016,长虹佳华,16亿
08017,百龄国际,Error
08018,汇财软件,37亿
08019,皓文控股,10亿
08020,川盟金融,10亿
08021,汇隆控股,7095万
08022,彩娱集团,1亿
08025,亚洲资产,4亿
08026,长达科技,2亿
08028,天时软件,2亿
08029,太阳国际,6亿
08030,汇联金融服务,4亿
08031,易通讯集团,4亿
08032,非凡中国,68亿
08033,爱达利网络,2亿
08035,滨海投资,39亿
08036,晶芯科技控股,3亿
08037,朗力福集团,1亿
08039,天马娱乐,6亿
08041,荟萃国际(控股),2亿
08045,南大苏富特,1亿
08046,恒芯中国,5亿
08047,中国能效,2亿
08048,香港珠宝,2亿
08049,吉林长龙药业,5亿
08050,云博产业,44亿
08051,千里眼控股,2亿
08053,比优集团,3亿
08055,中国网络教育,16亿
08056,鼎丰集团控股,25亿
08058,罗欣药业,25亿
08060,国联通信,2亿
08061,光亚,6亿
08063,卓施金网,1亿
08066,品创控股,8亿
08068,新宇国际,9亿
08071,中彩网通控股,3亿
08072,罗马集团,7亿
08075,寰亚传媒,4亿
08076,新利软件,2亿
08077,昆仑国际金融,Error
08078,中国３Ｄ数码,1亿
08079,无限创意控股,2亿
08080,北亚策略,2亿
08081,骏科网络讯息,5亿
08082,仁智国际集团,6039万
08083,中国创新支付,43亿
08085,香港生命科学,6亿
08086,易宝,8亿
08087,中国三三传媒,1亿
08088,高诚资本,11亿
08089,中国铁路货运,Error
08090,中国融保金融集团,16亿
08092,ITEHOLDINGS,1亿
08095,北大青鸟环宇,3亿
08096,瑞丰石化,Error
08098,昌利控股,4亿
08100,联梦活力世界,1亿
08101,家梦控股,8602万
08102,上海复旦,21亿
08103,泰盛国际控股,Error
08106,浙大兰德,4317万
08108,名家国际,Error
08109,科瑞控股,4亿
08111,中科光电,1亿
08112,FOCUSMEDIA,2亿
08115,上海青浦消防,4555万
08116,中国幸福投资,3亿
08117,中国基础资源,9亿
08119,即时科研,1亿
08120,东麟农业,1亿
08122,先健科技,33亿
08123,首华财经网络,27亿
08126,G.A.控股,1亿
08128,中国地能,10亿
08129,中国生物资源,4亿
08130,智城控股,3亿
08131,辰罡科技,8551万
08132,钲皓控股,10亿
08137,洪桥集团,73亿
08138,同仁堂国药,87亿
08143,华夏医疗,5亿
08145,电讯首科,1亿
08146,马仕达国际,2亿
08148,奥栢中国,4亿
08150,无缝绿色,2亿
08153,科地农业,1亿
08155,南华置地,14亿
08156,众彩股份,21亿
08158,中国生物医学,27亿
08159,辉煌科技,1亿
08160,朸浚国际,Error
08161,华彩控股,15亿
08163,万德资源,8350万
08165,华普智通,1亿
08166,中国农业生态,4亿
08167,中国新电信,8亿
08168,英裘控股,6亿
08169,环康集团,1亿
08171,中国趋势,2亿
08172,中国传媒影视,Error
08173,寰亚矿业,2亿
08175,中国数码版权,5亿
08176,EDSWELLNESS,1亿
08178,中国信息科技,3亿
08179,喜尚控股,34亿
08180,新锐医药,4亿
08181,港深联合,3亿
08185,御药堂,8亿
08186,神州东盟资源,Error
08189,泰达生物,4亿
08190,康佰控股,2亿
08192,环球能源资源,4亿
08193,汉华专业服务,6亿
08197,东北虎药业,5030万
08198,新濠环彩,22亿
08200,修身堂,2亿
08202,汇创控股,1亿
08203,凯顺能源,2亿
08205,交大慧谷,9372万
08206,神通电信服务,4亿
08207,中国信贷,57亿
08208,常茂生物化学工程,2亿
08210,龙杰智能卡,2亿
08211,浙江永隆实业,9985万
08212,誉满国际控股,1亿
08213,惟膳,2亿
08215,FIRSTCREDIT,9936万
08217,长安民生物流,4亿
08218,毅高国际控股,4亿
08219,品牌中国,7亿
08220,比高集团,8亿
08225,万全科技药业,1亿
08226,中昱科技,1亿
08227,海天天线,4205万
08228,国艺控股,4亿
08229,东大照明,Error
08232,中国优通,28亿
08233,中国基建港口,3亿
08235,赛迪顾问,7315万
08236,宝德科技集团,Error
08239,明基控股,5亿
08240,中国城市轨道科技,12亿
08242,宏创高科,1亿
08243,大贺传媒,1亿
08246,名轩控股,3亿
08247,中生北控生物科技,1亿
08249,宁波万豪,3380万
08250,中国天然投资,25亿
08253,天元铝业,Error
08255,神州数字,3亿
08256,金利通,1亿
08258,西北实业,5313万
08260,施伯乐策略控股,1亿
08261,海天水电,18亿
08265,宏峰太平洋,2亿
08266,流动电讯,5亿
08269,富誉控股,5亿
08270,中国联盛,4亿
08271,环球数码创意,5亿
08272,华人饮食集团,Error
08273,浙江展望,5175万
08276,华章科技,10亿
08279,亚博科技控股,39亿
08286,长城微光,5225万
08291,西南环保,2亿
08292,慧聪网,95亿
08295,卓亚资本,3亿
08296,中国生命集团,1亿
08298,安捷利实业,12亿
08299,大唐潼金,Error
08301,明华科技,Error
08306,中国有色金属,3亿
08309,时尚环球,14亿
08310,伽玛物流集团,4亿
08311,圆美光电,29亿
08312,金满堂控股,1亿
08317,财华社集团,1亿
08320,思城控股,2亿
08321,中国汽车内饰,6亿
08325,奥思知集团控股,12亿
08326,JCGROUPHLD,6亿
08329,海王英特龙,3亿
08337,直通电讯,10亿
08340,域高金融,1亿
08348,滨海泰达物流,1亿
08351,俊文宝石,3亿
08356,中国新华电视,12亿
