Code,Name,总市值
603998,方盛制药,53亿
000001,平安银行,2251亿
000002,万科A,1623亿
000003,PT金田A,0
000004,国农科技,21亿
000005,世纪星源,37亿
000006,深振业A,153亿
000007,零七股份,56亿
000008,神州高铁,215亿
000009,中国宝安,326亿
000010,深华新,43亿
000011,深物业A,87亿
000012,南玻A,295亿
000013,*ST石化A,0
000014,沙河股份,44亿
000015,PT中浩A,0
000016,深康佳A,164亿
000017,深中华A,78亿
000018,中冠A,54亿
000019,深深宝A,42亿
000020,深华发A,45亿
000021,深科技,201亿
000022,深赤湾A,172亿
000023,深天地A,37亿
000024,招商地产,823亿
000025,特力A,58亿
000026,飞亚达A,64亿
000027,深圳能源,403亿
000028,国药一致,269亿
000029,深深房A,114亿
000030,富奥股份,170亿
000031,中粮地产,217亿
000032,深桑达A,49亿
000033,*ST新都,31亿
000034,深信泰丰,32亿
000035,中国天楹,113亿
000036,华联控股,77亿
000037,深南电A,73亿
000038,深大通,26亿
000039,中集集团,727亿
000040,宝安地产,44亿
000042,中洲控股,105亿
000043,中航地产,84亿
000045,深纺织A,68亿
000046,泛海控股,785亿
000047,ST中侨,0
000048,康达尔,63亿
000049,德赛电池,88亿
000050,深天马A,314亿
000055,方大集团,105亿
000056,深国商,58亿
000058,深赛格,125亿
000059,*ST华锦,184亿
000060,中金岭南,424亿
000061,农产品,324亿
000062,深圳华强,182亿
000063,中兴通讯,1001亿
000065,北方国际,90亿
000066,长城电脑,214亿
000068,*ST华赛,101亿
000069,华侨城A,748亿
000070,特发信息,64亿
000078,海王生物,161亿
000088,盐田港,239亿
000089,深圳机场,152亿
000090,天健集团,130亿
000096,广聚能源,68亿
000099,中信海直,113亿
000100,TCL集团,791亿
000150,宜华健康,235亿
000151,中成股份,82亿
000153,丰原药业,46亿
000155,ST川化,56亿
000156,华数传媒,550亿
000157,中联重科,641亿
000158,常山股份,135亿
000159,国际实业,73亿
000166,申万宏源,2755亿
000301,东方市场,91亿
000333,美的集团,1542亿
000338,潍柴动力,680亿
000400,许继电气,305亿
000401,冀东水泥,281亿
000402,金融街,391亿
000403,ST生化,53亿
000404,华意压缩,56亿
000405,ST鑫光,0
000406,大明退市,0
000407,胜利股份,74亿
000408,金谷源,44亿
000409,山东地矿,92亿
000410,沈阳机床,217亿
000411,英特集团,44亿
000412,ST五环,0
000413,东旭光电,327亿
000415,渤海租赁,364亿
000416,民生控股,72亿
000417,合肥百货,95亿
000418,小天鹅A,138亿
000419,通程控股,55亿
000420,吉林化纤,55亿
000421,南京中北,63亿
000422,湖北宜化,82亿
000423,东阿阿胶,329亿
000425,徐工机械,376亿
000426,兴业矿业,87亿
000428,华天酒店,75亿
000429,粤高速A,81亿
000430,张家界,40亿
000488,晨鸣纸业,168亿
000498,山东路桥,90亿
000501,鄂武商A,113亿
000502,绿景控股,24亿
000503,海虹控股,413亿
000504,南华生物,72亿
000505,珠江控股,55亿
000506,中润资源,64亿
000507,珠海港,105亿
000508,琼民源,0
000509,华塑控股,69亿
000510,*ST金路,35亿
000511,烯碳新材,151亿
000513,丽珠集团,212亿
000514,渝开发,92亿
000515,攀渝钛业,0
000516,国际医学,222亿
000517,荣安地产,266亿
000518,四环生物,64亿
000519,江南红箭,143亿
000520,*ST凤凰,17亿
000521,美菱电器,67亿
000522,白云山A,-
000523,广州浪奇,66亿
000524,东方宾馆,46亿
000525,红太阳,110亿
000526,银润投资,21亿
000527,美的电器,-
000528,柳工,168亿
000529,广弘控股,87亿
000530,大冷股份,59亿
000531,穗恒运A,108亿
000532,力合股份,78亿
000533,万家乐,55亿
000534,万泽股份,79亿
000535,*ST猴王,0
000536,华映科技,165亿
000537,广宇发展,60亿
000538,云南白药,756亿
000539,粤电力A,434亿
000540,中天城投,563亿
000541,佛山照明,149亿
000542,TCL通讯,0
000543,皖能电力,164亿
000544,中原环保,53亿
000545,金浦钛业,78亿
000546,金圆股份,66亿
000547,闽福发A,231亿
000548,湖南投资,69亿
000549,S湘火炬,0
000550,江铃汽车,365亿
000551,创元科技,55亿
000552,靖远煤电,143亿
000553,沙隆达A,94亿
000554,泰山石油,76亿
000555,神州信息,339亿
000556,PT南洋,0
000557,*ST广夏,57亿
000558,莱茵置业,103亿
000559,万向钱潮,368亿
000560,昆百大A,152亿
000561,烽火电子,82亿
000562,宏源证券,1211亿
000563,陕国投A,189亿
000564,西安民生,28亿
000565,渝三峡A,35亿
000566,海南海药,200亿
000567,海德股份,34亿
000568,泸州老窖,369亿
000569,长城股份,0
000570,苏常柴A,64亿
000571,新大洲A,62亿
000572,海马汽车,136亿
000573,粤宏远A,46亿
000576,广东甘化,77亿
000578,盐湖集团,0
000581,威孚高科,386亿
000582,北部湾港,239亿
000583,S*ST托普,0
000584,友利控股,42亿
000585,东北电气,63亿
000586,汇源通信,29亿
000587,金叶珠宝,72亿
000588,PT粤金曼,0
000589,黔轮胎A,79亿
000590,紫光古汉,59亿
000591,桐君阁,68亿
000592,平潭发展,207亿
000593,大通燃气,30亿
000594,*ST国恒,22亿
000595,西北轴承,50亿
000596,古井贡酒,200亿
000597,东北制药,68亿
000598,兴蓉投资,318亿
000599,青岛双星,75亿
000600,建投能源,241亿
000601,韶能股份,96亿
000602,金马退市,-
000603,盛达矿业,123亿
000605,渤海股份,45亿
000606,青海明胶,53亿
000607,华媒控股,103亿
000608,阳光股份,52亿
000609,绵世股份,61亿
000610,西安旅游,36亿
000611,内蒙发展,28亿
000612,焦作万方,146亿
000613,大东海A,45亿
000615,湖北金环,39亿
000616,海航投资,133亿
000617,石油济柴,47亿
000618,吉化退市,0
000619,海螺型材,52亿
000620,新华联,206亿
000621,*ST比特,0
000622,恒立实业,48亿
000623,吉林敖东,366亿
000625,长安汽车,1191亿
000626,如意集团,130亿
000627,天茂集团,176亿
000628,高新发展,30亿
000629,攀钢钒钛,496亿
000630,铜陵有色,323亿
000631,顺发恒业,124亿
000632,三木集团,49亿
000633,合金投资,37亿
000635,英力特,47亿
000636,风华高科,91亿
000637,茂化实华,58亿
000638,万方发展,49亿
000639,西王食品,54亿
000650,仁和药业,127亿
000651,格力电器,1541亿
000652,泰达股份,167亿
000653,ST九州,0
000655,金岭矿业,97亿
000656,金科股份,397亿
000657,中钨高新,139亿
000658,ST海洋,0
000659,*ST中富,93亿
000660,*ST南华,0
000661,长春高新,166亿
000662,索芙特,65亿
000663,永安林业,38亿
000665,湖北广电,132亿
000666,经纬纺机,167亿
000667,美好集团,159亿
000668,荣丰控股,35亿
000669,金鸿能源,176亿
000670,盈方微,116亿
000671,阳光城,288亿
000672,上峰水泥,81亿
000673,当代东方,54亿
000675,ST银山,0
000676,智度投资,25亿
000677,*ST海龙,56亿
000678,襄阳轴承,43亿
000679,大连友谊,39亿
000680,山推股份,130亿
000681,视觉中国,282亿
000682,东方电子,79亿
000683,远兴能源,128亿
000685,中山公用,230亿
000686,东北证券,505亿
000687,恒天天鹅,44亿
000688,建新矿业,114亿
000689,ST宏业,0
000690,宝新能源,175亿
000691,亚太实业,29亿
000692,惠天热电,25亿
000693,华泽钴镍,141亿
000695,滨海能源,48亿
000697,炼石有色,170亿
000698,沈阳化工,54亿
000699,S*ST佳纸,0
000700,模塑科技,97亿
000701,厦门信达,59亿
000702,正虹科技,37亿
000703,恒逸石化,176亿
000705,浙江震元,51亿
000707,双环科技,37亿
000708,大冶特钢,68亿
000709,河北钢铁,631亿
000710,天兴仪表,37亿
000711,*ST京蓝,26亿
000712,锦龙股份,433亿
000713,丰乐种业,41亿
000715,中兴商业,31亿
000716,黑芝麻,63亿
000717,韶钢松山,165亿
000718,苏宁环球,261亿
000719,大地传媒,130亿
000720,新能泰山,77亿
000721,西安饮食,45亿
000722,湖南发展,84亿
000723,美锦能源,30亿
000725,京东方A,1655亿
000726,鲁泰A,146亿
000727,华东科技,261亿
000728,国元证券,733亿
000729,燕京啤酒,300亿
000730,*ST环保,0
000731,四川美丰,85亿
000732,泰禾集团,334亿
000733,振华科技,114亿
000735,罗牛山,89亿
000736,中房地产,50亿
000737,南风化工,40亿
000738,中航动控,352亿
000739,普洛药业,131亿
000748,长城信息,205亿
000750,国海证券,459亿
000751,锌业股份,128亿
000752,西藏发展,49亿
000753,漳州发展,63亿
000755,*ST三维,25亿
000756,新华制药,66亿
000757,浩物股份,52亿
000758,中色股份,257亿
000759,中百集团,75亿
000760,斯太尔,98亿
000761,本钢板材,227亿
000762,西藏矿业,89亿
000763,锦化退市,0
000765,*ST华信,0
000766,通化金马,48亿
000767,漳泽电力,174亿
000768,中航飞机,849亿
000769,*ST大菲,0
000776,广发证券,2204亿
000777,中核科技,168亿
000778,新兴铸管,297亿
000779,三毛派神,38亿
000780,平庄能源,83亿
000782,美达股份,85亿
000783,长江证券,897亿
000785,武汉中商,31亿
000786,北新建材,265亿
000787,*ST创智,-
000788,北大医药,119亿
000789,万年青,75亿
000790,华神集团,68亿
000791,甘肃电投,109亿
000792,盐湖股份,483亿
000793,华闻传媒,336亿
000795,太原刚玉,46亿
000796,易食股份,31亿
000797,中国武夷,99亿
000798,中水渔业,45亿
000799,*ST酒鬼,62亿
000800,一汽轿车,385亿
000801,四川九洲,147亿
000802,北京文化,75亿
000803,金宇车城,36亿
000805,*ST炎黄,0
000806,银河投资,207亿
000807,云铝股份,152亿
000809,铁岭新城,75亿
000810,创维数字,190亿
000811,烟台冰轮,63亿
000812,陕西金叶,57亿
000813,天山纺织,53亿
000815,*ST美利,60亿
000816,江淮动力,182亿
000817,辽油退市,0
000818,方大化工,48亿
000819,岳阳兴长,102亿
000820,金城股份,43亿
000821,京山轻机,60亿
000822,山东海化,83亿
000823,超声电子,81亿
000825,太钢不锈,467亿
000826,桑德环境,342亿
000827,*ST长兴,0
000828,东莞控股,150亿
000829,天音控股,177亿
000830,鲁西化工,114亿
000831,五矿稀土,370亿
000832,*ST龙涤,0
000833,贵糖股份,40亿
000835,长城动漫,47亿
000836,鑫茂科技,67亿
000837,秦川机床,103亿
000838,国兴地产,27亿
000839,中信国安,315亿
000848,承德露露,134亿
000850,华茂股份,108亿
000851,高鸿股份,104亿
000852,江钻股份,119亿
000856,冀东装备,35亿
000858,五粮液,1025亿
000859,国风塑业,69亿
000860,顺鑫农业,148亿
000861,海印股份,198亿
000862,银星能源,61亿
000863,三湘股份,69亿
000866,扬子退市,0
000868,安凯客车,83亿
000869,张裕A,315亿
000875,吉电股份,150亿
000876,新希望,498亿
000877,天山股份,122亿
000878,云南铜业,259亿
000880,潍柴重机,47亿
000881,大连国际,40亿
000882,华联股份,158亿
000883,湖北能源,343亿
000885,同力水泥,65亿
000886,海南高速,70亿
000887,中鼎股份,272亿
000888,峨眉山A,78亿
000889,茂业物流,66亿
000890,法尔胜,44亿
000892,*ST星美,46亿
000893,东凌粮油,70亿
000895,双汇发展,889亿
000897,津滨发展,149亿
000898,鞍钢股份,586亿
000899,赣能股份,75亿
000900,现代投资,108亿
000901,航天科技,138亿
000902,新洋丰,159亿
000903,云内动力,79亿
000905,厦门港务,128亿
000906,物产中拓,84亿
000908,景峰医药,162亿
000909,数源科技,44亿
000910,大亚科技,79亿
000911,南宁糖业,50亿
000912,*ST天化,55亿
000913,钱江摩托,42亿
000915,山大华特,73亿
000916,华北高速,86亿
000917,电广传媒,417亿
000918,嘉凯城,133亿
000919,金陵药业,102亿
000920,南方汇通,108亿
000921,海信科龙,158亿
000922,佳电股份,112亿
000923,河北宣工,48亿
000925,众合科技,85亿
000926,福星股份,93亿
000927,*ST夏利,162亿
000928,中钢国际,110亿
000929,兰州黄河,32亿
000930,中粮生化,140亿
000931,中关村,86亿
000932,华菱钢铁,160亿
000933,神火股份,149亿
000935,四川双马,70亿
000936,华西股份,91亿
000937,冀中能源,271亿
000938,紫光股份,60亿
000939,凯迪电力,161亿
000948,南天信息,84亿
000949,新乡化纤,72亿
000950,建峰化工,54亿
000951,中国重汽,101亿
000952,广济药业,46亿
000953,河池化工,31亿
000955,欣龙控股,47亿
000956,中原退市,0
000957,中通客车,45亿
000958,东方能源,112亿
000959,首钢股份,325亿
000960,锡业股份,260亿
000961,中南建设,232亿
000962,东方钽业,67亿
000963,华东医药,307亿
000965,天保基建,126亿
000966,长源电力,89亿
000967,上风高科,76亿
000968,煤气化,62亿
000969,安泰科技,126亿
000970,中科三环,242亿
000971,蓝鼎控股,67亿
000972,新中基,70亿
000973,佛塑科技,91亿
000975,银泰资源,228亿
000976,*ST春晖,62亿
000977,浪潮信息,333亿
000978,桂林旅游,48亿
000979,中弘股份,216亿
000980,金马股份,46亿
000981,银亿股份,150亿
000982,中银绒业,83亿
000983,西山煤电,313亿
000985,大庆华科,30亿
000987,广州友谊,108亿
000988,华工科技,150亿
000989,九芝堂,60亿
000990,诚志股份,72亿
000993,闽东电力,44亿
000995,皇台酒业,21亿
000996,中国中期,65亿
000997,新大陆,201亿
000998,隆平高科,278亿
000999,华润三九,303亿
001696,宗申动力,250亿
001896,豫能控股,136亿
002001,新和成,227亿
002002,鸿达兴业,191亿
002003,伟星股份,51亿
002004,华邦颖泰,259亿
002005,德豪润达,165亿
002006,精功科技,56亿
002007,华兰生物,314亿
002008,大族激光,291亿
002009,天奇股份,93亿
002010,传化股份,44亿
002011,盾安环境,156亿
002012,凯恩股份,47亿
002013,中航机电,242亿
002014,永新股份,42亿
002015,*ST霞客,20亿
002016,世荣兆业,114亿
002017,东信和平,64亿
002018,华信国际,299亿
002019,亿帆鑫富,158亿
002020,京新药业,77亿
002021,中捷资源,48亿
002022,科华生物,197亿
002023,海特高新,117亿
002024,苏宁云商,1004亿
002025,航天电器,93亿
002026,山东威达,49亿
002027,七喜控股,39亿
002028,思源电气,124亿
002029,七匹狼,117亿
002030,达安基因,291亿
002031,巨轮股份,102亿
002032,苏泊尔,166亿
002033,丽江旅游,67亿
002034,美欣达,29亿
002035,华帝股份,61亿
002036,汉麻产业,22亿
002037,久联发展,64亿
002038,双鹭药业,262亿
002039,黔源电力,53亿
002040,南京港,50亿
002041,登海种业,152亿
002042,华孚色纺,85亿
002043,兔宝宝,44亿
002044,江苏三友,95亿
002045,国光电器,41亿
002046,轴研科技,49亿
002047,宝鹰股份,120亿
002048,宁波华翔,129亿
002049,同方国芯,249亿
002050,三花股份,176亿
002051,中工国际,275亿
002052,同洲电子,101亿
002053,云南盐化,44亿
002054,德美化工,48亿
002055,得润电子,153亿
002056,横店东磁,127亿
002057,中钢天源,28亿
002058,威尔泰,24亿
002059,云南旅游,77亿
002060,粤水电,60亿
002061,江山化工,60亿
002062,宏润建设,80亿
002063,远光软件,182亿
002064,华峰氨纶,143亿
002065,东华软件,543亿
002066,瑞泰科技,38亿
002067,景兴纸业,69亿
002068,黑猫股份,58亿
002069,獐子岛,133亿
002070,众和股份,74亿
002071,长城影视,130亿
002072,凯瑞德,46亿
002073,软控股份,136亿
002074,东源电器,74亿
002075,沙钢股份,263亿
002076,雪莱特,41亿
002077,大港股份,70亿
002078,太阳纸业,173亿
002079,苏州固锝,80亿
002080,中材科技,91亿
002081,金螳螂,569亿
002082,栋梁新材,33亿
002083,孚日股份,70亿
002084,海鸥卫浴,62亿
002085,万丰奥威,200亿
002086,东方海洋,49亿
002087,新野纺织,40亿
002088,鲁阳股份,37亿
002089,新海宜,115亿
002090,金智科技,71亿
002091,江苏国泰,76亿
002092,中泰化学,158亿
002093,国脉科技,131亿
002094,青岛金王,61亿
002095,生意宝,179亿
002096,南岭民爆,79亿
002097,山河智能,78亿
002098,浔兴股份,41亿
002099,海翔药业,157亿
002100,天康生物,93亿
002101,广东鸿图,54亿
002102,冠福股份,111亿
002103,广博股份,51亿
002104,恒宝股份,151亿
002105,信隆实业,36亿
002106,莱宝高科,116亿
002107,沃华医药,125亿
002108,沧州明珠,84亿
002109,兴化股份,34亿
002110,三钢闽光,51亿
002111,威海广泰,86亿
002112,三变科技,30亿
002113,天润控股,30亿
002114,罗平锌电,50亿
002115,三维通信,65亿
002116,中国海诚,78亿
002117,东港股份,114亿
002118,紫鑫药业,107亿
002119,康强电子,26亿
002120,新海股份,32亿
002121,科陆电子,137亿
002122,天马股份,132亿
002123,荣信股份,93亿
002124,天邦股份,38亿
002125,湘潭电化,22亿
002126,银轮股份,70亿
002127,新民科技,53亿
002128,露天煤业,238亿
002129,中环股份,541亿
002130,沃尔核材,127亿
002131,利欧股份,111亿
002132,恒星科技,60亿
002133,广宇集团,69亿
002134,天津普林,33亿
002135,东南网架,85亿
002136,安纳达,33亿
002137,实益达,53亿
002138,顺络电子,131亿
002139,拓邦股份,49亿
002140,东华科技,114亿
002141,蓉胜超微,41亿
002142,宁波银行,636亿
002143,印纪传媒,281亿
002144,宏达高科,50亿
002145,中核钛白,93亿
002146,荣盛发展,417亿
002147,方圆支承,39亿
002148,北纬通信,71亿
002149,西部材料,42亿
002150,通润装备,36亿
002151,北斗星通,122亿
002152,广电运通,386亿
002153,石基信息,363亿
002154,报喜鸟,108亿
002155,辰州矿业,158亿
002156,通富微电,96亿
002157,正邦科技,95亿
002158,汉钟精机,66亿
002159,三特索道,31亿
002160,常铝股份,63亿
002161,远望谷,113亿
002162,斯米克,70亿
002163,*ST三鑫,96亿
002164,宁波东力,63亿
002165,红宝丽,49亿
002166,莱茵生物,46亿
002167,东方锆业,83亿
002168,深圳惠程,105亿
002169,智光电气,39亿
002170,芭田股份,153亿
002171,精诚铜业,52亿
002172,澳洋科技,65亿
002173,千足珍珠,26亿
002174,游族网络,234亿
002175,广陆数测,127亿
002176,江特电机,112亿
002177,御银股份,108亿
002178,延华智能,132亿
002179,中航光电,184亿
002180,艾派克,99亿
002181,粤传媒,178亿
002182,云海金属,48亿
002183,怡亚通,352亿
002184,海得控制,77亿
002185,华天科技,129亿
002186,全聚德,78亿
002187,广百股份,60亿
002188,新嘉联,17亿
002189,利达光电,65亿
002190,成飞集成,164亿
002191,劲嘉股份,169亿
002192,*ST路翔,55亿
002193,山东如意,24亿
002194,武汉凡谷,91亿
002195,二三四五,494亿
002196,方正电机,34亿
002197,证通电子,100亿
002198,嘉应制药,66亿
002199,东晶电子,36亿
002200,云投生态,50亿
002201,九鼎新材,34亿
002202,金风科技,559亿
002203,海亮股份,197亿
002204,大连重工,166亿
002205,国统股份,27亿
002206,海利得,61亿
002207,准油股份,54亿
002208,合肥城建,71亿
002209,达意隆,28亿
002210,飞马国际,120亿
002211,宏达新材,38亿
002212,南洋股份,60亿
002213,特尔佳,31亿
002214,大立科技,71亿
002215,诺普信,147亿
002216,三全食品,128亿
002217,合力泰,171亿
002218,拓日新能,83亿
002219,恒康医疗,240亿
002220,天宝股份,81亿
002221,东华能源,289亿
002222,福晶科技,45亿
002223,鱼跃医疗,247亿
002224,三力士,115亿
002225,濮耐股份,88亿
002226,江南化工,85亿
002227,奥特迅,81亿
002228,合兴包装,85亿
002229,鸿博股份,104亿
002230,科大讯飞,548亿
002231,奥维通信,46亿
002232,启明信息,75亿
002233,塔牌集团,112亿
002234,民和股份,40亿
002235,安妮股份,48亿
002236,大华股份,433亿
002237,恒邦股份,132亿
002238,天威视讯,99亿
002239,金飞达,52亿
002240,威华股份,92亿
002241,歌尔声学,522亿
002242,九阳股份,123亿
002243,通产丽星,43亿
002244,滨江集团,202亿
002245,澳洋顺昌,107亿
002246,北化股份,64亿
002247,帝龙新材,63亿
002248,*ST东数,51亿
002249,大洋电机,165亿
002250,联化科技,184亿
002251,步步高,189亿
002252,上海莱士,866亿
002253,川大智胜,59亿
002254,泰和新材,92亿
002255,海陆重工,37亿
002256,彩虹精化,77亿
002258,利尔化学,45亿
002259,升达林业,58亿
002260,伊立浦,136亿
002261,拓维信息,142亿
002262,恩华药业,127亿
002263,大东南,86亿
002264,新华都,46亿
002265,西仪股份,49亿
002266,浙富控股,232亿
002267,陕天然气,183亿
002268,卫士通,307亿
002269,美邦服饰,217亿
002270,法因数控,37亿
002271,东方雨虹,192亿
002272,川润股份,47亿
002273,水晶光电,101亿
002274,华昌化工,55亿
002275,桂林三金,159亿
002276,万马股份,154亿
002277,友阿股份,106亿
002278,神开股份,49亿
002279,久其软件,145亿
002280,联络互动,432亿
002281,光迅科技,103亿
002282,博深工具,56亿
002283,天润曲轴,97亿
002284,亚太股份,90亿
002285,世联行,259亿
002286,保龄宝,51亿
002287,奇正藏药,133亿
002288,超华科技,89亿
002289,宇顺电子,49亿
002290,禾盛新材,31亿
002291,星期六,42亿
002292,奥飞动漫,315亿
002293,罗莱家纺,145亿
002294,信立泰,338亿
002295,精艺股份,34亿
002296,辉煌科技,82亿
002297,博云新材,88亿
002298,鑫龙电器,82亿
002299,圣农发展,154亿
002300,太阳电缆,56亿
002301,齐心集团,69亿
002302,西部建设,144亿
002303,美盈森,191亿
002304,洋河股份,1058亿
002305,南国置业,100亿
002306,中科云网,69亿
002307,北新路桥,107亿
002308,威创股份,126亿
002309,中利科技,159亿
002310,东方园林,278亿
002311,海大集团,225亿
002312,三泰控股,202亿
002313,日海通讯,58亿
002314,雅致股份,59亿
002315,焦点科技,109亿
002316,键桥通讯,43亿
002317,众生药业,100亿
002318,久立特材,166亿
002319,乐通股份,20亿
002320,海峡股份,79亿
002321,华英农业,50亿
002322,理工监测,68亿
002323,中联电气,34亿
002324,普利特,92亿
002325,洪涛股份,153亿
002326,永太科技,156亿
002327,富安娜,102亿
002328,新朋股份,60亿
002329,皇氏集团,88亿
002330,得利斯,56亿
002331,皖通科技,64亿
002332,仙琚制药,96亿
002333,罗普斯金,40亿
002334,英威腾,96亿
002335,科华恒盛,104亿
002336,人人乐,65亿
002337,赛象科技,119亿
002338,奥普光电,68亿
002339,积成电子,115亿
002340,格林美,188亿
002341,新纶科技,82亿
002342,巨力索具,99亿
002343,禾欣股份,55亿
002344,海宁皮城,271亿
002345,潮宏基,138亿
002346,柘中股份,73亿
002347,泰尔重工,39亿
002348,高乐股份,65亿
002349,精华制药,95亿
002350,北京科锐,51亿
002351,漫步者,86亿
002352,鼎泰新材,27亿
002353,杰瑞股份,391亿
002354,天神娱乐,220亿
002355,兴民钢圈,47亿
002356,浩宁达,92亿
002357,富临运业,34亿
002358,森源电气,201亿
002359,齐星铁塔,26亿
002360,同德化工,42亿
002361,神剑股份,31亿
002362,汉王科技,72亿
002363,隆基机械,95亿
002364,中恒电气,147亿
002365,永安药业,33亿
002366,丹甫股份,95亿
002367,康力电梯,124亿
002368,太极股份,234亿
002369,卓翼科技,70亿
002370,亚太药业,50亿
002371,七星电子,114亿
002372,伟星新材,103亿
002373,千方科技,261亿
002374,丽鹏股份,69亿
002375,亚厦股份,302亿
002376,新北洋,81亿
002377,国创高新,44亿
002378,章源钨业,141亿
002379,鲁丰环保,59亿
002380,科远股份,44亿
002381,双箭股份,55亿
002382,蓝帆医疗,69亿
002383,合众思壮,83亿
002384,东山精密,142亿
002385,大北农,421亿
002386,天原集团,60亿
002387,黑牛食品,65亿
002388,新亚制程,42亿
002389,南洋科技,100亿
002390,信邦制药,124亿
002391,长青股份,76亿
002392,北京利尔,107亿
002393,力生制药,78亿
002394,联发股份,62亿
002395,双象股份,30亿
002396,星网锐捷,166亿
002397,梦洁家纺,61亿
002398,建研集团,68亿
002399,海普瑞,315亿
002400,省广股份,219亿
002401,中海科技,68亿
002402,和而泰,66亿
002403,爱仕达,44亿
002404,嘉欣丝绸,54亿
002405,四维图新,278亿
002406,远东传动,63亿
002407,多氟多,73亿
002408,齐翔腾达,132亿
002409,雅克科技,44亿
002410,广联达,322亿
002411,九九久,54亿
002412,汉森制药,70亿
002413,常发股份,97亿
002414,高德红外,200亿
002415,海康威视,1330亿
002416,爱施德,199亿
002417,三元达,28亿
002418,康盛股份,112亿
002419,天虹商场,140亿
002420,毅昌股份,42亿
002421,达实智能,77亿
002422,科伦药业,290亿
002423,中原特钢,84亿
002424,贵州百灵,286亿
002425,凯撒股份,101亿
002426,胜利精密,144亿
002427,尤夫股份,42亿
002428,云南锗业,133亿
002429,兆驰股份,198亿
002430,杭氧股份,104亿
002431,棕榈园林,158亿
002432,九安医疗,123亿
002433,太安堂,126亿
002434,万里扬,79亿
002435,长江润发,31亿
002436,兴森科技,115亿
002437,誉衡药业,241亿
002438,江苏神通,64亿
002439,启明星辰,233亿
002440,闰土股份,238亿
002441,众业达,93亿
002442,龙星化工,38亿
002443,金洲管道,88亿
002444,巨星科技,203亿
002445,中南重工,144亿
002446,盛路通信,87亿
002447,壹桥海参,111亿
002448,中原内配,84亿
002449,国星光电,69亿
002450,康得新,460亿
002451,摩恩电气,58亿
002452,长高集团,59亿
002453,天马精化,60亿
002454,松芝股份,89亿
002455,百川股份,45亿
002456,欧菲光,287亿
002457,青龙管业,48亿
002458,益生股份,49亿
002459,天业通联,68亿
002460,赣锋锂业,90亿
002461,珠江啤酒,122亿
002462,嘉事堂,113亿
002463,沪电股份,129亿
002464,金利科技,23亿
002465,海格通信,303亿
002466,天齐锂业,172亿
002467,二六三,125亿
002468,艾迪西,79亿
002469,三维工程,74亿
002470,金正大,337亿
002471,中超电缆,113亿
002472,双环传动,57亿
002473,圣莱达,48亿
002474,榕基软件,113亿
002475,立讯精密,342亿
002476,宝莫股份,48亿
002477,雏鹰农牧,158亿
002478,常宝股份,74亿
002479,富春环保,108亿
002480,新筑股份,105亿
002481,双塔食品,139亿
002482,广田股份,135亿
002483,润邦股份,63亿
002484,江海股份,66亿
002485,希努尔,59亿
002486,嘉麟杰,59亿
002487,大金重工,62亿
002488,金固股份,134亿
002489,浙江永强,168亿
002490,山东墨龙,103亿
002491,通鼎互联,69亿
002492,恒基达鑫,36亿
002493,荣盛石化,283亿
002494,华斯股份,47亿
002495,佳隆股份,76亿
002496,辉丰股份,116亿
002497,雅化集团,90亿
002498,汉缆股份,164亿
002499,科林环保,55亿
002500,山西证券,581亿
002501,利源精制,167亿
002502,骅威股份,68亿
002503,搜于特,149亿
002504,东光微电,105亿
002505,大康牧业,285亿
002506,*ST集成,16亿
002507,涪陵榨菜,66亿
002508,老板电器,170亿
002509,天广消防,93亿
002510,天汽模,60亿
002511,中顺洁柔,58亿
002512,达华智能,72亿
002513,蓝丰生化,25亿
002514,宝馨科技,83亿
002515,金字火腿,82亿
002516,江苏旷达,100亿
002517,泰亚股份,49亿
002518,科士达,78亿
002519,银河电子,107亿
002520,日发精机,82亿
002521,齐峰新材,64亿
002522,浙江众成,243亿
002523,天桥起重,40亿
002524,光正集团,51亿
002525,胜景山河,0
002526,山东矿机,77亿
002527,新时达,117亿
002528,英飞拓,81亿
002529,海源机械,33亿
002530,丰东股份,37亿
002531,天顺风能,97亿
002532,新界泵业,54亿
002533,金杯电工,59亿
002534,杭锅股份,95亿
002535,林州重机,71亿
002536,西泵股份,33亿
002537,海立美达,48亿
002538,司尔特,82亿
002539,新都化工,101亿
002540,亚太科技,156亿
002541,鸿路钢构,53亿
002542,中化岩土,113亿
002543,万和电气,79亿
002544,杰赛科技,165亿
002545,东方铁塔,59亿
002546,新联电子,55亿
002547,春兴精工,81亿
002548,金新农,33亿
002549,凯美特气,91亿
002550,千红制药,121亿
002551,尚荣医疗,130亿
002552,宝鼎重工,40亿
002553,南方轴承,44亿
002554,惠博普,83亿
002555,顺荣三七,191亿
002556,辉隆股份,88亿
002557,洽洽食品,93亿
002558,世纪游轮,20亿
002559,亚威股份,57亿
002560,通达股份,33亿
002561,徐家汇,68亿
002562,兄弟科技,39亿
002563,森马服饰,385亿
002564,天沃科技,106亿
002565,上海绿新,74亿
002566,益盛药业,61亿
002567,唐人神,58亿
002568,百润股份,198亿
002569,步森股份,26亿
002570,贝因美,211亿
002571,德力股份,63亿
002572,索菲亚,149亿
002573,国电清新,213亿
002574,明牌珠宝,80亿
002575,群兴玩具,64亿
002576,通达动力,50亿
002577,雷柏科技,150亿
002578,闽发铝业,52亿
002579,中京电子,52亿
002580,圣阳股份,40亿
