Name,52周最高,52周最低,总市值,每股净资产,市盈率,总股本,每股收益,市净率,30日均量,流通股本,股息率,市销率
sz300135,10.14,5.35,44.80亿,2.22,46.94/51.06,5.12亿,0.08,3.95,1239.99万,3.64亿,0.58%,2.02
sz300136,28.10,11.80,44.24亿,2.38,-/-,2.72亿,0.19,6.83,634.67万,1.98亿,-,7.34
sz300137,25.49,13.08,50.39亿,3.03,83.82/79.06,3.24亿,0.07,5.12,804.73万,2.64亿,0.33%,12.90
sz300138,11.08,7.40,19.50亿,5.54,185.83/456.54,1.80亿,0.04,1.96,334.24万,1.26亿,0.09%,1.64
sz300139,48.00,20.30,52.28亿,10.92,79.93/99.81,1.10亿,0.28,4.37,194.92万,8454.42万,0.21%,20.31
sz300140,28.57,8.89,23.67亿,6.42,258.84/592.52,1.22亿,0.02,3.02,430.25万,1.21亿,0.52%,9.66
sz300141,17.67,7.65,28.25亿,3.94,45.07/43.71,1.67亿,0.18,4.30,487.92万,1.06亿,0.59%,8.10
sz300142,57.13,30.40,100.15亿,11.42,209.12/-,2.34亿,-0.26,3.75,144.05万,1.66亿,0.12%,13.35
sz300143,13.49,7.27,19.40亿,3.97,-/-,1.47亿,-0.10,3.32,402.65万,1.05亿,-,6.85
sz300144,27.91,12.35,142.90亿,5.84,46.33/41.18,5.58亿,0.31,4.39,196.40万,1.96亿,0.40%,17.48
sz300145,45.61,15.89,54.56亿,5.12,34.29/30.50,2.62亿,0.31,4.06,114.69万,1.74亿,0.97%,3.71
sz300146,77.48,23.90,200.69亿,3.50,47.59/37.04,6.58亿,0.54,8.73,576.12万,3.29亿,3.44%,11.46
sz300147,32.58,15.03,103.39亿,3.22,65.34/53.65,5.10亿,0.23,6.31,338.66万,5.08亿,0.80%,6.56
sz300148,51.12,10.33,76.73亿,4.75,377.52/207.83,3.52亿,0.10,4.59,666.32万,2.27亿,0.23%,20.67
sz300149,17.50,5.63,25.99亿,2.17,65.41/67.94,3.02亿,0.06,3.98,797.13万,1.77亿,0.70%,10.00
sz300150,18.50,6.33,48.52亿,4.93,75.19/103.82,2.70亿,0.02,3.64,402.71万,1.79亿,1.14%,18.41
sz300151,26.89,8.54,34.79亿,3.74,98.16/76.63,2.01亿,0.13,4.63,279.86万,1.06亿,0.59%,5.50
sz300152,16.22,8.18,31.96亿,6.06,68.96/67.65,2.38亿,0.11,2.22,732.99万,2.38亿,0.23%,4.69
sz300153,16.70,6.61,24.14亿,5.75,119.96/108.46,1.60亿,0.08,2.62,277.00万,1.60亿,0.66%,4.58
sz300154,15.64,6.96,34.51亿,6.47,36.89/32.21,2.24亿,0.28,2.39,297.01万,1.56亿,1.30%,4.82
sz300155,30.50,11.04,58.50亿,3.11,57.65/53.67,3.66亿,0.18,5.15,600.13万,1.78亿,1.78%,9.94
sz300156,24.50,9.09,58.29亿,4.86,-/-,2.89亿,0.02,4.15,795.96万,2.40亿,0.74%,97.13
sz300158,17.21,9.48,44.84亿,6.77,60.58/63.79,2.88亿,0.11,2.30,449.08万,1.16亿,0.64%,2.62
sz300159,20.84,6.81,32.36亿,2.80,31.80/31.15,3.61亿,0.05,3.20,773.91万,2.82亿,2.22%,5.55
sz300160,13.50,6.50,24.28亿,5.78,65.25/59.50,1.87亿,0.16,2.25,281.63万,1.87亿,0.40%,2.78
sz300162,26.90,10.02,32.64亿,5.53,187.27/151.76,1.34亿,0.14,4.41,491.54万,8288.00万,0.40%,8.58
sz300163,21.97,8.85,21.11亿,4.21,96.46/75.62,1.58亿,0.10,3.17,477.27万,9648.49万,0.75%,8.41
sz300164,25.88,12.30,51.74亿,3.02,159.00/34954.24,3.80亿,-0.04,4.51,429.54万,3.00亿,0.37%,16.61
sz300165,34.67,12.26,36.39亿,9.40,65.17/71.18,1.54亿,0.14,2.52,513.76万,8895.50万,0.51%,11.81
sz300166,39.78,13.08,64.33亿,4.05,71.30/65.78,2.60亿,0.14,6.12,369.91万,1.55亿,0.20%,13.08
sz300167,25.38,9.86,45.43亿,2.31,871.04/-,3.00亿,-0.02,6.55,254.09万,1.45亿,1.05%,20.58
sz300168,44.50,14.80,118.86亿,2.88,81.02/78.16,4.87亿,0.07,8.47,831.35万,4.83亿,0.44%,8.21
sz300170,27.04,11.42,75.63亿,2.67,51.78/47.20,5.36亿,0.15,5.29,1081.88万,3.98亿,1.07%,8.14
sz300171,41.50,21.01,79.95亿,8.23,30.01/28.44,3.17亿,0.74,3.06,346.77万,1.57亿,1.96%,7.02
sz300172,27.99,12.52,34.34亿,5.20,49.72/46.29,1.69亿,0.18,3.91,422.06万,1.02亿,0.76%,5.84
sz300173,26.50,6.43,27.20亿,4.75,-/-,1.13亿,0.03,5.05,302.64万,8149.59万,0.40%,14.34
sz300174,13.80,6.72,18.60亿,3.65,343.51/277.12,1.36亿,0.04,3.74,303.21万,6594.44万,0.37%,4.86
sz300175,6.10,3.31,27.73亿,1.66,158.63/49.53,4.71亿,0.12,3.56,1796.29万,4.65亿,0.17%,3.83
sz300176,16.09,8.11,16.62亿,5.21,63.80/92.64,1.07亿,0.08,2.98,112.86万,1.07亿,0.66%,1.38
sz300177,34.89,11.85,68.66亿,2.38,63.70/67.59,4.04亿,0.11,7.14,1154.06万,2.36亿,0.59%,11.32
sz300178,44.00,12.13,53.87亿,4.79,59.21/49.45,2.45亿,0.24,4.60,772.20万,1.54亿,0.71%,13.12
sz300179,14.50,5.63,21.43亿,3.22,65.12/61.50,2.16亿,0.07,3.08,381.44万,1.33亿,0.51%,12.49
sz300180,19.58,10.20,30.62亿,8.63,34.08/28.98,1.58亿,0.36,2.25,167.87万,1.14亿,0.52%,3.68
sz300182,51.88,16.61,99.12亿,3.11,49.35/46.47,4.65亿,0.15,6.85,394.21万,2.25亿,1.03%,9.17
sz300183,49.93,21.63,105.63亿,7.76,44.73/46.41,2.23亿,0.45,6.11,210.58万,1.26亿,1.09%,19.40
sz300184,24.88,6.50,30.22亿,2.49,176.66/220.81,1.77亿,0.05,6.83,485.92万,1.13亿,1.81%,7.56
sz300185,5.95,3.35,51.30亿,3.87,87.51/73.68,9.00亿,0.06,1.47,2681.22万,7.02亿,0.53%,2.69
sz300186,18.45,6.51,45.82亿,3.80,21.66/26.66,5.34亿,0.05,2.26,447.31万,3.95亿,3.54%,4.31
sz300187,37.99,18.00,71.42亿,4.42,132.25/116.54,2.00亿,0.15,8.07,106.04万,1.97亿,0.07%,9.34
sz300188,34.32,12.66,67.44亿,3.78,119.82/91.92,2.22亿,0.08,8.04,513.23万,1.22亿,0.10%,14.99
sz300189,13.74,5.70,29.16亿,3.30,75.91/1172.89,4.10亿,0.03,2.16,1486.72万,3.36亿,0.72%,7.07
sz300190,30.68,13.04,46.39亿,6.22,160.61/119.07,1.55亿,0.16,4.80,198.05万,6351.55万,0.35%,12.66
sz300191,37.88,7.01,77.82亿,3.75,84.40/119.52,3.20亿,0.03,6.48,300.39万,1.49亿,0.12%,56.10
sz300192,21.81,7.71,23.59亿,5.76,61.40/60.72,1.10亿,0.17,3.71,327.49万,6806.25万,0.23%,4.69
sz300193,17.50,8.67,35.77亿,8.56,51.53/55.03,2.22亿,0.19,1.89,369.26万,1.52亿,1.25%,5.85
sz300195,41.66,21.00,55.20亿,12.82,38.60/49.46,1.70亿,0.44,2.53,146.20万,6444.73万,2.21%,7.84
sz300196,30.69,14.25,33.41亿,5.29,31.81/26.69,1.92亿,0.33,3.29,136.11万,1.08亿,1.14%,3.26
sz300197,49.60,11.28,74.58亿,3.70,31.63/30.60,5.05亿,0.18,3.99,874.38万,2.93亿,0.69%,4.92
sz300198,18.20,6.71,34.52亿,2.71,37.62/46.61,4.17亿,0.20,3.05,744.74万,3.44亿,1.21%,5.10
sz300199,29.50,9.81,112.68亿,2.94,86.72/81.88,4.00亿,0.12,9.60,241.40万,1.99亿,0.36%,32.64
sz300200,17.91,6.22,28.11亿,3.43,56.50/55.36,2.14亿,0.11,3.84,790.97万,2.00亿,1.54%,5.27
sz300201,10.90,3.68,26.89亿,1.86,484.07/203.94,3.52亿,0.00,4.12,163.31万,3.50亿,0.39%,5.85
sz300202,46.98,19.07,149.90亿,1.96,55.11/50.74,5.50亿,0.11,13.91,215.11万,4.18亿,0.37%,15.41
sz300203,21.00,11.85,79.57亿,4.37,49.99/48.98,4.45亿,0.13,4.09,610.02万,4.45亿,0.22%,7.72
sz300204,66.01,19.37,61.76亿,5.75,56.36/83.97,2.40亿,0.25,4.48,135.18万,2.36亿,0.39%,6.73
sz300205,42.13,12.23,77.24亿,2.56,89.64/73.72,4.30亿,0.11,7.03,1381.22万,4.25亿,0.54%,5.82
sz300206,34.33,15.58,42.84亿,5.95,123.45/146.00,1.95亿,0.08,3.69,194.18万,1.10亿,1.05%,8.81
sz300208,15.60,5.12,33.91亿,2.51,89.38/73.13,2.85亿,0.05,4.74,1714.36万,1.85亿,1.61%,12.11
sz300209,20.30,8.25,31.42亿,5.30,457.07/292.67,1.60亿,0.04,3.70,143.14万,9703.00万,0.10%,18.42
sz300210,27.48,9.83,36.96亿,3.28,35.82/37.71,2.43亿,0.18,4.65,286.10万,1.10亿,0.52%,7.67
sz300214,12.02,4.65,25.27亿,2.97,45.57/56.47,4.05亿,0.06,2.10,1245.91万,2.85亿,1.62%,2.32
sz300215,31.59,7.09,65.59亿,1.77,38.33/57.68,7.20亿,0.05,5.13,1230.33万,4.80亿,1.66%,14.42
sz300216,34.30,9.10,58.56亿,4.80,69.20/86.00,1.81亿,0.08,6.75,500.58万,1.22亿,0.30%,13.47
sz300217,23.30,8.69,40.50亿,5.57,44.64/40.75,1.98亿,0.23,3.67,423.30万,1.07亿,0.73%,4.13
sz300218,13.38,5.25,25.39亿,4.14,34.41/32.37,2.11亿,0.15,2.90,183.41万,1.64亿,0.67%,2.00
sz300219,16.29,5.68,33.84亿,3.45,55.44/47.83,2.46亿,0.13,3.98,688.40万,1.07亿,0.22%,4.06
sz300220,53.30,13.61,34.41亿,4.20,485.19/477.16,7000.00万,0.10,11.71,194.92万,3626.29万,0.04%,20.33
sz300221,13.42,4.75,25.02亿,3.43,207.79/171.83,2.00亿,0.06,3.65,491.44万,1.24亿,0.27%,2.51
sz300222,27.48,9.23,43.47亿,7.53,454.87/163.87,1.64亿,0.19,3.52,71.06万,7890.18万,0.19%,9.39
sz300223,46.77,13.07,33.26亿,10.25,130.07/254.36,1.04亿,-0.02,3.12,247.75万,5711.58万,0.31%,41.57
sz300225,19.58,6.96,25.16亿,3.06,33.50/31.09,2.61亿,0.36,3.15,465.00万,1.86亿,3.23%,3.68
sz300226,79.30,8.36,76.11亿,2.41,352.52/672.68,1.56亿,0.01,20.28,479.98万,1.34亿,0.10%,4.12
sz300227,27.56,11.71,25.97亿,2.66,143.82/132.12,1.39亿,0.08,7.05,456.37万,1.34亿,0.27%,12.73
sz300228,95.10,44.27,76.08亿,8.46,32.55/30.33,1.35亿,0.87,6.65,513.28万,1.06亿,0.28%,3.34
sz300229,27.47,12.37,54.26亿,4.25,79.76/87.99,2.05亿,0.09,6.23,348.91万,2.05亿,0.20%,25.70
sz300231,22.34,9.84,26.96亿,1.72,57.10/50.62,2.16亿,0.13,7.27,614.46万,1.71亿,0.80%,5.91
sz300232,35.82,10.45,33.46亿,6.01,101.48/73.51,1.01亿,0.24,5.49,238.96万,6234.02万,0.18%,3.72
sz300233,32.44,14.45,39.98亿,8.83,61.89/44.64,1.26亿,0.44,3.58,155.10万,1.10亿,0.63%,4.09
sz300234,36.79,14.00,41.90亿,1.81,83.76/48.58,2.64亿,0.46,8.76,470.89万,1.35亿,0.27%,9.51
sz300235,38.80,8.63,33.41亿,2.08,143.30/144.71,1.58亿,0.12,10.15,797.02万,8879.73万,0.28%,41.81
sz300236,48.50,12.76,45.33亿,7.09,102.63/78.53,1.14亿,0.27,5.62,115.71万,8518.00万,0.44%,15.88
sz300237,45.58,13.90,24.03亿,5.88,74.81/63.75,1.03亿,0.26,3.98,200.47万,5427.97万,0.42%,3.66
sz300238,58.00,14.64,70.20亿,4.09,173.03/168.86,1.23亿,0.13,13.90,153.34万,8510.16万,0.18%,39.56
sz300239,15.66,7.80,23.23亿,1.72,54.48/105.08,1.98亿,0.02,6.83,564.76万,1.22亿,0.68%,8.11
sz300240,14.01,8.56,22.14亿,5.98,41.50/56.07,1.62亿,0.12,2.28,233.19万,1.62亿,0.73%,0.86
sz300241,34.57,9.80,36.87亿,2.88,65.14/71.77,2.18亿,0.10,5.88,362.67万,1.48亿,0.57%,4.73
sz300242,25.06,8.21,18.80亿,3.39,-/-,7500.00万,0.02,7.39,1284.00,2686.19万,0.09%,9.83
sz300244,85.04,31.00,88.88亿,3.17,103.23/86.01,2.06亿,0.31,13.63,126.92万,1.37亿,0.47%,7.47
sz300245,36.35,8.93,54.22亿,3.35,89.11/85.76,1.82亿,0.13,8.89,384.66万,1.06亿,0.34%,14.72
sz300246,29.25,11.03,37.84亿,2.69,130.82/134.93,1.46亿,0.11,9.63,328.49万,1.05亿,0.20%,14.92
sz300247,20.57,6.05,27.74亿,2.42,171.08/167.10,2.45亿,0.09,4.68,1557.56万,1.66亿,1.86%,9.80
sz300248,31.32,10.30,35.77亿,3.50,144.82/140.58,1.43亿,0.01,7.16,442.83万,8526.40万,0.39%,14.39
sz300249,16.30,5.40,22.22亿,3.07,298.90/1196.17,1.57亿,0.03,4.62,337.81万,9681.89万,0.76%,4.62
sz300250,32.76,12.30,25.35亿,4.71,90.50/97.16,8000.00万,0.17,6.73,150.54万,3168.32万,0.48%,12.74
sz300251,65.23,17.01,213.58亿,2.24,65.13/82.93,10.13亿,0.10,9.40,1760.44万,9.42亿,0.48%,28.82
sz300252,31.00,14.01,49.36亿,4.55,212.46/84.93,1.63亿,0.29,6.64,173.73万,1.00亿,0.16%,4.60
sz300253,134.90,22.10,93.99亿,3.01,116.60/102.81,2.16亿,0.18,14.45,348.13万,1.41亿,0.47%,24.76
sz300255,30.00,16.07,50.31亿,6.83,43.68/43.36,1.88亿,0.29,3.91,196.71万,1.22亿,0.38%,7.23
sz300256,20.26,10.80,38.62亿,6.95,-/-,2.26亿,-0.08,2.46,184.43万,9502.65万,-,4.62
sz300257,57.97,27.62,169.46亿,7.91,48.33/45.05,4.29亿,0.46,4.99,182.35万,4.07亿,0.88%,8.18
sz300258,18.28,9.82,31.86亿,6.20,28.51/24.49,1.80亿,0.35,2.86,258.78万,1.66亿,0.84%,5.62
sz300259,24.47,9.55,36.64亿,2.67,34.60/39.84,2.72亿,0.11,5.04,365.07万,1.42亿,0.83%,10.71
sz300260,19.50,8.76,18.63亿,6.43,144.78/196.14,1.00亿,0.07,2.89,126.33万,2967.56万,0.08%,4.55
sz300261,19.07,8.01,44.19亿,2.16,100.57/96.92,3.02亿,0.09,6.77,149.93万,2.85亿,0.36%,8.54
sz300262,30.63,10.17,45.12亿,2.05,70.56/66.99,2.67亿,0.08,8.26,545.93万,1.22亿,0.15%,10.30
sz300263,44.00,11.81,65.95亿,3.77,58.16/55.55,3.83亿,0.13,4.56,434.78万,1.17亿,0.99%,7.52
sz300264,15.10,5.51,23.66亿,2.58,141.73/576.23,2.30亿,-0.04,3.99,607.66万,1.41亿,0.96%,23.09
sz300265,25.20,9.30,31.58亿,5.66,74.58/115.11,1.35亿,0.11,4.13,195.11万,3550.00万,0.43%,4.00
sz300266,40.38,11.27,49.42亿,6.06,228.77/164.11,1.54亿,0.14,5.30,57.08万,3203.20万,0.16%,11.53
sz300267,57.49,12.85,158.39亿,3.17,82.10/62.87,4.54亿,0.31,10.99,106.15万,1.44亿,0.28%,12.02
sz300270,49.32,13.09,26.34亿,4.25,172.47/166.83,1.24亿,0.16,5.01,303.91万,4567.99万,0.10%,20.22
sz300272,20.97,8.11,46.85亿,1.97,82.23/78.19,2.55亿,0.10,9.31,634.27万,1.18亿,0.82%,13.50
sz300273,42.57,17.98,135.47亿,1.90,77.79/66.64,5.72亿,0.23,12.44,785.41万,3.05亿,0.43%,16.08
sz300274,41.07,9.55,125.14亿,3.24,69.12/56.18,6.54亿,0.15,5.91,1091.79万,2.85亿,0.62%,5.44
sz300275,29.62,9.03,31.22亿,4.03,30.72/38.94,1.69亿,0.13,4.59,458.03万,8783.60万,0.55%,9.92
sz300276,19.16,8.42,34.49亿,2.22,139.39/187.78,2.50亿,0.05,6.22,1106.82万,9209.71万,0.15%,11.31
sz300277,15.51,6.90,19.82亿,3.65,410.51/-,1.34亿,-0.15,4.05,162.76万,4418.67万,0.20%,5.20
sz300278,18.81,6.89,29.53亿,3.18,171.78/243.84,1.73亿,0.04,5.35,876.52万,7862.50万,0.06%,14.96
sz300279,21.00,7.25,23.41亿,3.05,132.32/127.56,1.20亿,0.12,6.40,320.53万,5734.09万,0.28%,3.57
sz300281,25.04,7.31,25.40亿,5.31,46.12/43.59,1.21亿,0.21,3.95,190.14万,5250.00万,0.24%,8.16
sz300282,32.69,11.11,18.73亿,3.88,-/-,7180.68万,-0.05,6.73,51.64万,2361.06万,0.31%,10.22
sz300283,17.84,8.70,19.68亿,3.98,483.27/77.08,1.38亿,0.10,3.58,162.74万,4177.10万,0.07%,3.04
sz300285,67.60,23.00,45.97亿,5.28,58.50/66.82,1.26亿,0.21,6.88,123.49万,3240.80万,0.41%,16.60
sz300286,83.80,14.28,38.61亿,3.27,60.60/54.86,1.43亿,0.25,8.26,210.33万,3526.80万,1.50%,14.90
sz300288,109.82,42.31,108.54亿,5.06,123.64/288.05,1.07亿,0.14,20.07,70.95万,2680.00万,0.32%,74.90
sz300291,98.78,23.17,93.75亿,4.01,75.99/78.12,2.64亿,0.17,8.85,282.28万,1.45亿,0.48%,19.81
sz300292,24.39,8.81,30.00亿,2.68,156.96/108.63,1.75亿,0.07,6.39,271.67万,6497.70万,0.59%,5.97
sz300293,34.20,11.80,42.61亿,2.69,42.03/46.05,2.70亿,0.24,5.87,462.69万,6750.00万,0.63%,5.94
sz300294,56.68,31.02,42.83亿,10.54,51.97/48.28,7580.00万,0.59,5.36,65.73万,3188.45万,0.92%,12.81
sz300295,127.30,39.20,64.90亿,14.40,56.74/44.20,5335.00万,1.62,8.45,142.37万,2521.74万,0.82%,15.53
sz300296,34.30,9.63,82.56亿,3.08,102.90/79.73,3.23亿,0.18,8.31,530.68万,1.16亿,0.61%,8.59
sz300298,83.78,32.50,83.66亿,4.98,50.61/47.43,1.99亿,0.41,8.43,158.11万,6256.35万,1.17%,19.00
sz300300,38.40,13.00,48.21亿,3.54,84.57/71.49,1.91亿,0.24,7.12,194.72万,8577.37万,0.12%,7.72
sz300301,15.20,6.24,39.51亿,2.88,143.75/141.10,2.72亿,0.12,5.05,532.59万,9108.45万,0.21%,4.38
sz300302,42.07,17.70,26.17亿,4.50,133.36/172.87,1.08亿,0.07,5.38,216.03万,4113.33万,0.21%,11.32
sz300303,28.99,10.75,53.55亿,3.38,40.90/34.92,2.83亿,0.30,5.60,453.82万,1.43亿,1.06%,5.86
sz300304,50.90,14.93,37.33亿,9.25,39.74/41.23,10000.00万,0.46,4.04,172.49万,3200.00万,0.53%,8.54
sz300305,34.60,11.18,31.08亿,8.45,53.14/50.38,1.44亿,0.24,2.55,83.82万,3600.00万,0.45%,5.56
sz300306,29.48,12.10,35.21亿,8.29,39.12/37.23,1.20亿,0.37,3.54,109.92万,3707.96万,0.76%,16.64
sz300307,16.88,6.73,87.82亿,5.02,31.49/2387.40,8.02亿,-0.09,2.18,890.78万,1.57亿,0.91%,6.59
sz300308,19.26,7.23,19.15亿,4.37,134.49/-,1.20亿,-0.02,3.66,200.86万,4186.01万,0.14%,17.44
sz300309,24.78,15.05,53.01亿,5.70,72.25/71.67,2.17亿,0.09,4.28,183.30万,7364.23万,0.38%,20.19
sz300310,21.40,10.49,44.04亿,2.85,114.30/105.52,2.29亿,0.11,6.74,187.00万,5720.00万,0.27%,5.96
sz300311,38.90,14.16,31.52亿,3.74,125.35/106.70,1.13亿,0.11,7.44,46.69万,3792.00万,0.35%,12.60
sz300312,24.26,11.82,34.56亿,4.79,-/-,1.60亿,-0.09,4.51,443.46万,6394.50万,0.70%,12.73
sz300313,23.10,10.52,18.38亿,4.39,191.16/188.39,9091.00万,0.05,4.61,99.74万,4177.81万,0.25%,20.62
sz300314,36.87,13.30,41.17亿,4.02,64.25/74.81,1.60亿,0.17,6.40,262.89万,4345.00万,0.32%,18.32
sz300316,27.60,9.40,95.21亿,4.22,219.44/191.73,4.00亿,0.08,5.64,241.20万,1.33亿,0.41%,53.90
sz300320,26.80,8.73,22.35亿,5.08,33.06/29.53,1.33亿,0.32,3.30,186.36万,6921.30万,0.71%,3.09
sz300321,47.49,16.13,19.49亿,11.72,71.09/68.42,4440.00万,0.37,3.74,74.20万,1802.31万,0.26%,3.99
sz300322,36.60,11.89,46.35亿,2.42,121.62/89.19,2.24亿,0.11,8.54,619.69万,1.08亿,0.49%,7.08
sz300323,23.39,6.52,62.06亿,3.83,-/292.19,4.50亿,0.15,3.60,1100.03万,1.99亿,0.72%,12.29
sz300324,43.97,15.50,79.59亿,2.24,358.16/517.74,2.29亿,-0.01,15.53,233.60万,6561.00万,0.14%,33.95
sz300325,21.88,5.63,27.07亿,2.31,43.76/45.28,3.20亿,0.08,3.67,964.19万,1.89亿,0.58%,2.15
sz300327,22.25,7.00,26.22亿,3.72,99.33/109.84,1.55亿,0.09,4.55,634.84万,1.07亿,1.17%,7.43
sz300328,29.78,14.51,32.69亿,5.23,65.79/79.01,1.12亿,0.12,5.58,147.59万,2800.00万,0.35%,7.61
sz300329,19.35,6.48,25.05亿,3.94,77.64/86.97,1.34亿,0.11,4.74,556.81万,6858.85万,0.25%,6.91
sz300330,20.74,10.69,26.36亿,2.60,109.11/97.81,1.70亿,0.13,5.96,215.64万,1.12亿,0.96%,11.64
sz300331,52.54,26.89,31.65亿,5.13,229.97/228.57,9300.00万,0.10,6.63,184.06万,5490.91万,0.14%,9.64
sz300332,15.97,9.20,46.20亿,3.94,39.81/35.78,3.29亿,0.19,3.57,802.84万,2.29亿,0.58%,12.50
sz300333,29.98,13.50,28.97亿,7.11,56.97/68.17,1.12亿,0.17,3.64,479.28万,8111.10万,0.78%,15.89
sz300334,46.43,18.37,64.08亿,3.06,79.66/76.43,2.61亿,0.10,8.04,351.72万,1.05亿,0.21%,15.17
sz300335,22.15,9.33,43.03亿,2.50,62.46/73.52,3.14亿,0.10,5.48,272.53万,1.61亿,1.08%,10.71
sz300337,32.50,11.53,68.93亿,4.59,91.12/104.67,3.74亿,0.11,4.02,1000.62万,1.49亿,0.48%,4.80
sz300338,33.23,10.38,24.54亿,5.82,51.33/49.90,1.26亿,0.21,3.35,333.28万,4828.67万,2.04%,8.19
sz300339,40.88,12.82,56.65亿,2.49,73.41/77.43,2.74亿,0.13,8.30,448.81万,1.30亿,1.98%,9.87
sz300340,47.50,12.90,22.50亿,9.18,652.15/1873.95,10000.00万,0.01,2.45,365.89万,7254.28万,0.09%,5.71
sz300342,46.75,15.90,34.99亿,7.45,34.75/38.98,10000.00万,0.45,4.70,125.18万,3325.00万,1.43%,8.44
sz300343,92.50,24.71,25.28亿,5.84,42.50/55.64,8000.00万,0.08,5.41,137.29万,2888.00万,1.35%,3.58
sz300344,17.30,6.82,20.19亿,3.03,81.60/96.23,2.41亿,0.04,2.77,645.93万,1.04亿,0.31%,10.23
sz300346,86.20,26.10,33.17亿,11.36,54.75/71.36,1.01亿,0.20,2.91,56.37万,3584.05万,0.61%,23.98
sz300347,109.70,26.70,70.92亿,3.57,75.40/69.51,2.14亿,0.25,9.29,228.57万,1.16亿,1.23%,17.31
sz300351,35.88,15.35,52.31亿,6.09,80.38/55.05,1.53亿,0.34,5.60,140.81万,4251.00万,0.59%,16.01
sz300352,54.51,17.27,64.89亿,2.42,95.71/99.93,2.67亿,0.04,10.06,638.18万,1.26亿,0.42%,25.38
sz300354,26.20,13.40,18.40亿,3.79,108.91/118.41,8648.14万,0.04,5.61,176.12万,2798.14万,0.48%,20.26
sz300355,48.38,12.35,69.49亿,3.14,66.76/46.24,4.40亿,0.50,5.03,1175.42万,2.01亿,0.49%,5.44
sz300356,27.50,10.86,33.67亿,5.34,71.13/62.20,1.30亿,0.22,4.85,440.61万,6682.33万,0.39%,9.72
sz300357,52.50,24.06,61.26亿,2.81,86.82/78.17,1.62亿,0.25,13.51,268.46万,4040.00万,0.87%,26.36
sz300358,73.30,34.55,52.89亿,6.38,39.18/38.01,1.17亿,0.60,7.10,99.60万,2919.97万,0.89%,6.01
sz300359,100.50,34.83,91.74亿,3.67,218.46/196.48,9720.00万,0.30,25.72,215.03万,2445.00万,0.13%,51.38
sz300360,73.88,33.68,56.61亿,6.21,32.95/30.61,1.19亿,0.81,7.67,175.52万,2982.00万,1.05%,6.75
sz300361,-,-,-,-,-/-,-,1.46,-,-,-,-/-,-
sz300362,29.98,14.40,26.64亿,5.96,82.84/92.30,1.03亿,0.12,4.35,246.30万,2570.00万,0.76%,7.23
sz300363,83.58,30.12,79.35亿,6.73,79.19/137.22,1.09亿,0.40,10.82,103.50万,2725.00万,0.13%,10.22
sz300365,68.12,29.55,29.35亿,5.56,49.34/48.32,8697.60万,0.31,6.07,85.00万,2174.40万,0.34%,13.61
sz300366,55.20,21.73,26.49亿,5.64,61.98/60.74,5715.00万,0.34,8.22,95.66万,1428.75万,0.22%,9.24
sz300367,154.40,58.14,101.33亿,5.74,99.47/86.22,1.18亿,0.30,15.02,105.03万,2940.50万,0.23%,20.29
sz300368,48.39,18.40,39.06亿,3.92,71.02/93.27,1.24亿,0.05,8.04,191.49万,3095.00万,1.25%,19.44
sz300370,64.80,22.35,28.25亿,3.78,55.34/82.60,9723.14万,-0.14,7.69,202.43万,2690.00万,0.86%,8.07
sz300371,63.48,21.50,26.75亿,4.21,44.51/41.83,9600.00万,0.19,6.61,126.35万,2400.00万,0.83%,13.39
sz300372,31.66,19.20,23.24亿,7.42,36.93/36.66,8577.86万,0.27,3.65,158.14万,2144.50万,0.55%,4.84
sz300373,66.64,23.40,48.42亿,4.04,48.57/42.90,1.65亿,0.36,7.26,289.16万,4120.00万,0.73%,7.89
sz300375,42.10,23.50,34.16亿,9.62,35.64/31.65,8869.15万,0.80,4.00,165.82万,2220.00万,0.77%,3.14
sz300376,77.66,22.08,67.45亿,11.02,42.57/39.74,8945.00万,0.87,6.84,156.16万,2239.00万,0.50%,4.01
sz300377,60.88,25.90,33.08亿,6.97,81.97/81.11,5535.00万,0.10,8.58,122.13万,1385.00万,0.34%,18.28
sz300378,43.85,22.21,43.78亿,7.39,45.64/50.39,1.54亿,0.23,3.84,221.79万,3900.00万,1.08%,3.97
sz300379,80.80,26.40,38.51亿,5.83,84.69/135.80,5143.32万,-0.06,12.83,74.04万,1285.83万,0.27%,21.97
sz300380,54.54,27.17,34.06亿,5.68,73.26/78.35,6872.00万,0.18,8.73,121.31万,1718.00万,0.41%,17.71
sz300381,64.60,30.77,29.74亿,5.10,47.11/54.91,9160.00万,0.42,6.36,72.50万,2290.00万,0.79%,8.32
sz300382,72.00,42.18,33.15亿,10.98,34.37/33.69,5323.70万,0.99,5.67,79.68万,1330.92万,0.81%,10.04
sz300383,127.94,41.50,54.56亿,5.87,81.11/73.72,1.09亿,0.36,8.51,167.60万,2729.00万,0.62%,14.47
sz300384,78.23,58.60,33.53亿,5.08,41.90/50.43,5334.00万,1.06,12.37,139.75万,1334.00万,-,8.44
sz300385,59.30,45.60,41.44亿,7.88,73.81/96.53,8000.00万,0.44,6.57,349.07万,2000.00万,-,8.90
sz300386,145.03,113.03,121.14亿,13.17,60.21/71.51,9501.00万,1.68,9.68,189.76万,2001.00万,-,12.30
sz300387,69.55,46.70,30.93亿,8.98,51.50/71.78,6099.00万,0.57,5.65,166.47万,1299.00万,-,9.94
