Name,52周最高,52周最低,总市值,每股净资产,市盈率,总股本,每股收益,市净率,30日均量,流通股本,股息率,市销率
sz000001,23.28,8.97,1180.19亿,10.59,7.75/6.64,114.25亿,0.88,0.98,6653.35万,98.31亿,1.53%,1.88
sz000002,12.61,6.52,1042.02亿,6.98,6.89/6.78,110.15亿,0.44,1.36,7471.01万,96.69亿,4.26%,0.79
sz000005,2.98,2.05,24.87亿,0.66,-/-,9.14亿,-0.03,4.15,1588.22万,9.12亿,-,46.03
sz000006,6.10,3.63,74.65亿,2.88,10.72/15.71,13.50亿,0.04,1.92,2086.76万,13.38亿,2.77%,1.92
sz000007,19.80,11.10,35.38亿,1.64,152.07/192.34,2.31亿,-0.02,9.33,2.22万,2.06亿,-,15.60
sz000009,14.96,8.52,219.31亿,2.22,75.00/44.62,15.05亿,0.15,6.56,4907.56万,14.89亿,0.20%,5.60
sz000010,23.87,4.83,47.28亿,1.04,1505.71/-,5.88亿,-0.01,7.70,1185.37万,3.57亿,-,14.40
sz000011,9.60,6.01,47.92亿,2.96,15.93/80.78,5.96亿,0.19,2.71,790.59万,1.76亿,3.11%,5.11
sz000012,12.06,6.64,158.76亿,3.86,10.34/8.96,20.75亿,0.28,1.98,2649.60万,13.03亿,3.89%,2.15
sz000014,12.99,6.76,25.46亿,3.12,88.53/41.88,2.02亿,0.12,4.04,363.56万,2.02亿,0.12%,5.01
sz000016,5.19,2.65,59.60亿,3.42,131.96/119.25,12.04亿,0.04,1.45,1835.75万,5.99亿,0.20%,0.31
sz000017,7.98,4.18,43.17亿,0.02,2.74/2.69,5.51亿,0.00,486.34,407.56万,3.03亿,-,15.98
sz000019,9.20,5.98,26.56亿,3.10,60.82/101.30,3.01亿,-0.08,2.84,384.45万,2.52亿,2.28%,8.08
sz000021,7.11,4.09,97.84亿,3.25,42.55/73.14,14.71亿,-0.01,2.04,1862.18万,13.18亿,0.75%,0.64
sz000022,18.48,9.00,93.75亿,6.10,18.64/21.18,6.45亿,0.37,2.38,306.66万,4.65亿,2.64%,5.31
sz000024,30.80,10.12,314.52亿,10.76,7.48/9.15,25.76亿,0.69,1.13,3518.97万,10.26亿,3.94%,0.97
sz000025,11.70,5.42,24.30亿,0.89,352.09/284.69,2.20亿,0.02,12.36,238.05万,1.79亿,-,4.80
sz000026,9.74,6.15,36.92亿,4.04,28.37/24.73,3.93亿,0.23,2.33,569.53万,3.11亿,1.05%,1.16
sz000027,6.99,4.98,182.10亿,6.30,12.53/9.84,26.43亿,0.39,1.09,1430.39万,9.58亿,3.70%,1.36
sz000028,58.19,25.65,186.03亿,12.29,35.74/30.55,3.63亿,1.07,4.17,136.05万,2.33亿,0.36%,0.81
sz000029,4.95,2.94,46.23亿,1.88,20.25/18.50,10.12亿,0.03,2.44,737.77万,8.92亿,-,1.95
sz000030,9.49,5.32,99.09亿,3.08,18.25/16.87,12.99亿,0.25,2.48,983.01万,4.97亿,1.34%,1.82
sz000031,5.70,3.14,96.85亿,2.96,18.12/17.19,18.14亿,0.08,1.80,7202.51万,18.14亿,0.56%,1.01
sz000034,7.60,3.50,26.42亿,0.43,157.56/41.73,3.58亿,0.14,16.97,956.38万,3.40亿,-,4.68
sz000035,13.40,9.86,69.87亿,1.68,6.17/5.89,5.67亿,0.15,7.32,551.29万,1.89亿,-,68.15
sz000036,3.97,2.40,42.93亿,1.67,53.79/54.44,11.24亿,0.00,2.29,2561.89万,11.24亿,-,19.68
sz000037,4.98,3.38,29.17亿,2.53,54.94/36.75,6.03亿,-0.12,1.91,520.58万,3.39亿,-,2.69
sz000038,18.50,8.39,17.37亿,1.54,872.83/-,9622.80万,-0.11,11.72,133.97万,2803.20万,-,9.05
sz000039,17.20,8.99,426.07亿,7.87,19.54/16.00,26.65亿,0.39,2.03,1041.70万,12.39亿,1.68%,0.70
sz000040,4.88,3.74,22.21亿,2.67,21.56/53.22,4.70亿,0.02,1.77,297.69万,4.64亿,0.42%,2.35
sz000042,28.37,10.49,65.80亿,6.84,16.23/13.81,4.79亿,0.59,2.01,322.19万,4.79亿,2.40%,2.02
sz000043,7.23,4.28,39.15亿,4.62,8.38/8.27,6.67亿,-0.04,1.27,968.55万,6.67亿,3.44%,0.55
sz000045,10.62,6.45,49.54亿,4.47,104.90/169.53,5.07亿,-0.04,2.19,1153.38万,4.06亿,-,4.93
sz000046,6.30,4.07,244.73亿,1.92,20.72/21.32,45.57亿,0.04,2.80,821.81万,45.51亿,2.78%,4.21
sz000048,13.42,6.49,41.89亿,1.05,-/-,3.91亿,0.01,10.25,255.21万,3.80亿,-,2.53
sz000049,79.48,35.07,80.48亿,2.90,39.06/36.34,2.05亿,0.42,13.52,546.99万,2.05亿,1.25%,1.57
sz000050,32.67,9.86,156.88亿,2.63,109.29/77.08,5.74亿,0.14,10.40,6144.47万,5.74亿,0.36%,3.33
sz000055,9.68,4.16,67.89亿,1.56,79.25/77.96,7.57亿,0.05,5.76,556.60万,4.20亿,0.33%,3.74
sz000056,28.08,12.40,42.76亿,8.07,1.84/1.89,2.65亿,-0.44,2.00,392.73万,1.43亿,-,68.49
sz000058,6.51,3.27,44.73亿,1.64,82.32/85.52,7.85亿,0.05,3.47,1738.19万,5.38亿,-,7.05
sz000059,8.08,3.94,87.76亿,5.35,-/-,12.01亿,-0.64,1.37,6046.05万,12.01亿,-,0.22
sz000060,10.02,5.30,160.29亿,2.99,38.80/35.55,20.63亿,0.08,2.60,3231.62万,20.61亿,0.38%,0.65
sz000061,11.39,5.10,176.14亿,2.84,158.28/167.98,16.97亿,0.02,3.66,1451.24万,16.06亿,0.49%,9.21
sz000062,18.19,5.03,118.05亿,3.15,28.65/17.16,6.67亿,0.53,5.62,1050.50万,6.67亿,1.69%,3.56
sz000063,18.26,10.43,501.19亿,6.91,36.92/23.03,34.38亿,0.33,2.11,4324.70万,28.01亿,0.21%,0.65
sz000065,19.49,6.91,45.74亿,3.25,29.30/27.12,2.53亿,0.16,5.55,536.49万,2.53亿,0.44%,1.31
sz000068,9.31,4.98,81.15亿,0.19,-/-,8.97亿,-0.03,48.55,1104.34万,8.97亿,-,25.51
sz000069,6.77,4.30,398.47亿,3.48,9.04/8.85,72.71亿,0.26,1.58,4754.62万,32.75亿,1.27%,1.29
sz000070,13.68,7.00,29.78亿,3.84,48.45/64.86,2.71亿,0.10,2.87,329.28万,2.59亿,0.27%,1.78
sz000078,9.85,5.54,64.98亿,2.01,55.51/54.77,7.32亿,0.07,4.43,2196.68万,7.31亿,-,0.74
sz000088,6.87,3.02,114.40亿,2.53,29.45/26.59,19.42亿,0.12,2.33,2395.04万,19.42亿,0.55%,38.38
sz000089,4.83,3.30,72.58亿,4.65,14.45/23.74,16.92亿,0.07,0.92,531.49万,16.92亿,0.82%,2.64
sz000090,9.59,6.11,46.36亿,5.91,12.25/14.88,5.53亿,0.06,1.42,491.75万,5.53亿,2.44%,1.07
sz000096,8.25,3.44,40.34亿,3.59,59.96/36.69,5.28亿,0.13,2.13,1524.18万,5.11亿,0.27%,4.25
sz000099,10.40,5.82,58.97亿,4.30,30.68/30.27,5.75亿,0.15,2.38,1585.95万,5.88亿,0.76%,4.52
sz000100,3.05,1.98,252.38亿,1.79,11.97/8.54,94.52亿,0.17,1.49,1.46亿,81.35亿,2.21%,0.28
sz000150,11.03,4.07,31.75亿,2.48,34.55/36.08,3.24亿,0.02,3.95,674.18万,3.24亿,-,4.09
sz000151,16.27,6.02,41.67亿,3.28,44.76/29.72,2.96亿,0.29,4.30,2063.29万,2.67亿,2.13%,2.20
sz000153,10.50,6.40,32.12亿,3.29,117.45/93.87,3.12亿,0.06,3.13,850.57万,2.87亿,0.99%,1.89
sz000156,36.50,14.38,374.39亿,1.73,147.45/126.89,11.47亿,0.15,18.90,566.40万,7031.15万,-,18.12
sz000157,8.73,4.37,372.20亿,5.37,9.70/20.30,77.06亿,0.12,0.90,5551.29万,62.61亿,3.11%,1.15
sz000159,9.99,4.60,42.58亿,4.31,119.83/445.32,4.81亿,0.01,2.06,1216.91万,4.81亿,0.57%,4.34
sz000301,3.70,2.55,41.42亿,2.51,12.55/13.53,12.18亿,0.08,1.36,1251.55万,12.18亿,1.46%,5.12
sz000333,52.00,16.34,909.77亿,8.47,17.11/9.80,42.16亿,1.57,2.55,1811.00万,17.10亿,9.10%,0.70
sz000338,24.09,15.90,414.66亿,15.79,11.61/7.90,19.99亿,1.88,1.31,1655.45万,9.71亿,1.18%,0.69
sz000400,40.61,18.62,220.32亿,4.84,42.13/33.65,10.08亿,0.31,4.51,1941.05万,5.95亿,0.45%,2.87
sz000401,13.60,6.90,117.50亿,8.60,34.11/35.00,13.48亿,-0.13,1.01,1416.16万,12.12亿,1.13%,0.73
sz000402,6.92,4.46,195.85亿,7.23,6.77/7.82,30.27亿,0.12,0.89,3116.50万,30.24亿,3.86%,1.11
sz000403,21.23,13.18,51.57亿,1.47,73.38/43.77,2.73亿,0.37,12.84,405.92万,1.82亿,-,13.15
sz000404,7.67,4.91,35.93亿,3.66,22.28/17.87,5.60亿,0.25,1.75,1166.54万,4.96亿,0.46%,0.54
sz000407,7.46,5.30,42.52亿,1.74,206.63/139.85,6.49亿,0.02,3.77,1282.92万,6.45亿,-,1.78
sz000409,21.38,8.78,54.79亿,2.31,43.22/53.71,4.73亿,0.06,5.02,714.29万,2.76亿,-,12.61
sz000410,8.02,4.86,59.48亿,3.51,311.54/320.50,7.65亿,0.01,2.22,3038.60万,7.38亿,-,0.79
sz000411,13.81,8.11,28.52亿,2.77,38.50/49.21,2.07亿,0.16,4.97,240.90万,2.04亿,-,0.20
sz000413,24.86,7.17,226.47亿,2.30,61.33/34.17,27.09亿,0.15,3.64,5058.92万,20.19亿,-,14.46
sz000415,9.63,5.41,157.74亿,5.28,14.99/12.85,17.74亿,0.30,1.68,1351.89万,12.69亿,1.68%,2.38
sz000416,9.41,4.30,46.65亿,1.49,1045.11/350.12,5.32亿,0.01,5.90,657.72万,5.32亿,0.57%,9.97
sz000417,7.30,4.82,48.90亿,3.99,11.17/11.61,7.80亿,0.29,1.57,1260.22万,7.79亿,2.86%,0.50
sz000418,12.90,6.74,74.95亿,6.39,18.13/14.73,6.32亿,0.50,1.85,514.79万,4.38亿,2.52%,0.78
sz000419,8.10,3.68,38.43亿,3.40,25.33/27.94,5.44亿,0.14,2.08,1065.49万,5.43亿,1.46%,0.86
sz000420,5.55,2.80,19.90亿,0.60,-/-,3.78亿,0.31,8.75,882.73万,3.18亿,-,1.56
sz000421,7.79,3.49,25.29亿,3.07,38.03/16.76,3.52亿,0.33,2.34,1017.09万,3.52亿,0.69%,1.36
sz000422,11.35,4.86,53.24亿,6.85,78.37/-,8.98亿,0.04,0.87,2197.82万,8.74亿,0.17%,0.26
sz000423,54.62,30.32,232.70亿,8.62,19.35/18.15,6.54亿,0.95,4.13,728.21万,6.54亿,1.95%,5.89
sz000425,11.74,6.41,167.91亿,9.56,11.13/11.77,20.63亿,0.37,0.85,1930.70万,20.56亿,1.22%,0.62
sz000426,12.10,6.72,66.38亿,4.77,95.64/44.99,5.97亿,0.23,2.33,1692.37万,4.61亿,0.18%,8.03
sz000428,10.45,3.90,44.50亿,2.23,37.32/274.35,7.19亿,-0.06,2.78,2107.10万,7.19亿,0.28%,2.66
sz000429,3.57,2.46,44.38亿,3.44,34.73/17.87,12.57亿,0.14,1.03,574.77万,4.68亿,1.40%,3.23
sz000430,10.18,6.45,26.40亿,1.42,50.58/42.98,3.21亿,0.06,5.81,509.24万,2.01亿,-,5.59
sz000488,5.24,3.40,90.04亿,7.04,12.67/14.53,19.36亿,0.12,0.66,1085.03万,11.05亿,6.45%,0.46
sz000498,6.20,3.50,48.61亿,2.00,18.61/19.96,11.20亿,0.08,2.17,1084.45万,4.41亿,-,0.68
sz000501,15.60,9.56,67.67亿,6.44,14.55/11.97,5.07亿,0.73,2.07,377.04万,5.07亿,-,0.40
sz000502,9.49,4.52,17.39亿,1.09,249.56/145.69,1.85亿,0.00,8.65,551.05万,1.83亿,-,50.34
sz000503,26.11,12.33,213.29亿,1.41,1643.45/1420.70,8.99亿,0.01,16.80,2131.59万,8.98亿,-,111.91
sz000505,6.34,2.96,25.82亿,0.07,191.39/2358.39,4.27亿,-0.18,83.68,858.35万,3.60亿,-,10.63
sz000506,8.16,3.48,52.12亿,1.67,26.92/-,9.29亿,-0.12,3.36,1919.90万,9.28亿,0.46%,12.43
sz000507,6.37,3.00,44.14亿,3.06,47.92/85.04,7.90亿,-0.03,1.83,2363.30万,7.72亿,0.36%,3.09
sz000509,17.88,3.12,53.82亿,0.09,256.38/276.91,8.25亿,-0.03,75.99,4795.55万,5.28亿,-,22.62
sz000510,9.25,4.82,52.39亿,1.36,-/-,6.09亿,-0.09,6.32,3371.37万,6.09亿,-,2.60
sz000511,10.36,3.14,113.87亿,1.47,171.93/161.21,11.55亿,0.01,6.70,9182.95万,11.55亿,-,11.16
sz000513,55.88,32.68,149.28亿,11.78,30.62/28.76,2.96亿,0.98,4.28,111.43万,1.78亿,0.97%,2.98
sz000514,5.45,2.98,42.36亿,3.21,33.49/28.94,8.44亿,0.09,1.56,1117.22万,8.44亿,0.60%,2.86
sz000516,8.56,3.39,56.43亿,1.94,46.43/33.54,7.13亿,0.19,4.08,2472.38万,7.04亿,0.65%,1.51
sz000517,7.03,4.31,71.32亿,3.23,15.69/15.00,10.61亿,0.20,2.08,662.39万,2.22亿,0.53%,1.51
sz000518,4.94,2.95,42.31亿,0.68,-/-,10.30亿,0.02,6.06,2736.51万,10.29亿,-,18.12
sz000519,16.69,9.99,120.81亿,5.12,31.72/20.88,7.38亿,0.26,3.20,1176.68万,1.90亿,-,5.43
sz000521,6.99,2.95,44.37亿,4.38,16.19/14.92,7.64亿,0.21,1.33,1815.65万,5.35亿,1.03%,0.41
sz000523,11.01,5.85,41.71亿,2.36,130.54/123.10,4.45亿,0.03,3.98,846.55万,4.45亿,0.21%,0.94
sz000524,9.80,4.75,25.51亿,2.32,74.11/85.72,2.70亿,0.05,4.08,478.64万,2.70亿,1.01%,8.87
sz000525,19.60,13.00,73.96亿,7.27,19.88/14.91,5.07亿,0.57,2.01,741.65万,2.80亿,0.34%,1.02
sz000526,27.41,9.11,18.84亿,1.59,-/-,9619.51万,-0.01,12.29,163.27万,9619.51万,-,175.65
sz000528,9.26,5.46,74.83亿,8.19,22.33/31.94,11.25亿,0.14,0.81,1986.21万,11.25亿,3.75%,0.65
sz000529,10.35,4.53,56.51亿,1.63,70.23/69.56,5.84亿,0.07,5.95,1284.86万,5.67亿,-,2.93
sz000530,13.35,6.63,40.22亿,5.49,26.28/26.05,3.50亿,0.19,2.09,988.12万,2.16亿,1.32%,2.63
sz000531,13.54,6.09,65.49亿,4.09,18.82/11.98,6.85亿,1.03,2.34,1120.40万,6.85亿,3.34%,1.70
sz000532,18.38,7.66,53.05亿,1.95,100.47/125.57,3.45亿,0.04,7.90,792.74万,3.43亿,0.32%,24.02
sz000533,4.88,3.51,31.85亿,1.77,17.44/17.41,6.91亿,0.09,2.60,972.75万,6.85亿,2.17%,1.08
sz000534,8.90,3.93,43.54亿,2.71,28.73/24.37,4.96亿,0.10,3.23,680.81万,2.11亿,0.58%,3.78
sz000536,32.98,18.10,203.70亿,3.88,65.56/72.87,7.00亿,0.22,7.50,271.43万,1.73亿,1.32%,3.22
sz000537,8.28,4.60,35.02亿,3.33,9.71/9.56,5.13亿,0.35,2.05,1237.47万,5.12亿,-,3.01
sz000538,119.30,47.13,539.45亿,9.42,23.24/21.45,10.41亿,1.09,5.50,684.87万,10.41亿,0.95%,3.18
sz000539,6.41,4.36,219.20亿,4.53,7.10/6.50,43.75亿,0.38,1.11,1045.16万,21.28亿,3.98%,0.70
sz000540,8.88,4.80,92.71亿,3.10,8.57/6.02,12.88亿,0.75,2.32,2901.40万,12.79亿,4.16%,0.93
sz000541,13.87,5.57,125.06亿,2.98,49.66/43.46,9.79亿,0.19,4.28,2057.60万,6.18亿,1.21%,4.53
sz000543,7.55,5.53,74.67亿,6.44,6.81/6.41,10.53亿,0.45,1.10,1550.45万,10.25亿,4.25%,0.53
sz000544,14.85,9.14,31.66亿,3.18,52.99/53.10,2.69亿,0.13,3.69,499.31万,2.69亿,0.30%,6.21
sz000545,13.56,8.08,33.98亿,2.53,35.80/44.86,3.07亿,0.07,4.38,746.42万,1.56亿,-,4.25
sz000546,9.23,4.98,15.20亿,1.01,73.77/74.40,1.70亿,-0.03,8.87,444.06万,1.46亿,-,15.15
sz000548,8.10,3.26,29.30亿,2.97,274.60/270.28,4.99亿,0.02,1.98,935.32万,4.99亿,0.85%,14.58
sz000550,34.08,14.00,278.47亿,11.19,16.40/14.47,8.63亿,1.35,2.88,211.16万,5.17亿,2.48%,1.17
sz000551,11.44,6.22,38.65亿,3.28,94.10/84.30,4.00亿,0.06,2.94,824.51万,4.00亿,-,1.66
sz000552,24.58,7.61,65.13亿,3.82,15.20/15.98,7.19亿,0.26,2.37,987.54万,3.54亿,1.10%,1.83
sz000553,14.64,6.74,74.77亿,3.05,23.31/15.52,5.94亿,0.49,4.13,865.39万,3.64亿,0.40%,2.28
sz000554,9.82,3.41,42.89亿,1.89,352.15/437.86,4.81亿,0.01,4.71,3023.02万,3.63亿,-,1.07
sz000555,39.80,8.50,163.99亿,4.58,64.38/44.77,4.31亿,0.25,8.30,259.94万,9062.77万,-,2.30
sz000558,6.16,2.85,37.75亿,1.45,55.92/69.59,6.30亿,0.03,4.13,673.91万,6.30亿,-,1.98
sz000559,15.70,4.46,269.77亿,1.91,50.84/39.59,19.12亿,0.18,7.40,7871.06万,19.08亿,0.69%,2.90
sz000561,10.50,4.75,60.72亿,1.54,198.87/97.64,5.96亿,0.01,6.64,1019.42万,5.94亿,-,6.81
sz000562,25.56,7.44,482.65亿,3.80,39.33/42.87,39.72亿,0.18,3.20,9051.96万,35.18亿,0.83%,12.52
sz000563,23.15,6.26,87.58亿,3.03,27.97/25.25,12.15亿,0.18,2.38,1549.66万,7.53亿,0.41%,9.80
sz000565,11.82,6.02,19.93亿,3.57,54.34/42.95,1.73亿,0.17,3.22,342.72万,1.73亿,0.43%,3.69
sz000566,16.89,8.39,78.74亿,3.14,83.90/60.93,4.95亿,0.19,5.06,729.95万,4.94亿,0.31%,6.71
sz000567,13.19,6.28,19.54亿,1.29,716.09/247.51,1.51亿,0.04,10.00,288.02万,1.32亿,-,136.96
sz000568,31.48,15.56,256.75亿,6.97,7.47/9.95,14.02亿,0.68,2.63,1452.06万,14.00亿,6.86%,2.90
sz000570,9.65,5.27,52.54亿,3.27,69.40/74.90,5.61亿,0.06,2.86,1393.24万,4.11亿,0.16%,1.97
sz000571,5.17,3.37,41.19亿,2.63,39.38/36.84,8.14亿,0.07,1.92,2279.59万,7.35亿,1.18%,4.01
sz000572,4.93,2.92,76.15亿,4.33,25.52/25.24,16.45亿,0.08,1.07,2540.72万,16.42亿,-,0.70
sz000573,5.86,3.36,27.96亿,2.57,23.86/59.94,6.23亿,0.03,1.75,809.46万,6.22亿,-,2.76
sz000576,14.05,6.05,60.14亿,2.29,167.62/167.81,4.43亿,0.01,5.92,363.39万,2.56亿,-,13.28
sz000581,44.37,19.72,269.74亿,9.89,24.34/19.04,10.20亿,0.82,2.67,1098.36万,6.78亿,1.11%,4.40
sz000584,13.49,4.70,39.87亿,3.05,10.06/14.69,6.13亿,0.23,2.13,1061.29万,6.05亿,12.76%,1.83
sz000585,4.84,1.99,38.08亿,0.33,385.15/445.15,8.73亿,0.00,13.33,4788.03万,6.08亿,-,20.07
sz000587,16.20,8.38,66.58亿,2.20,45.39/42.51,5.57亿,0.12,5.42,715.37万,3.90亿,0.50%,0.69
sz000589,6.11,4.12,46.53亿,4.80,26.79/27.74,7.75亿,0.15,1.25,833.47万,4.89亿,0.50%,0.74
sz000590,17.79,8.30,34.17亿,1.22,-/-,2.23亿,0.01,12.58,375.59万,2.23亿,1.98%,19.36
sz000591,12.40,6.28,33.56亿,1.70,101.28/100.95,2.75亿,0.07,7.17,954.48万,2.75亿,0.33%,0.71
sz000592,13.26,3.41,101.27亿,1.29,232.91/166.59,8.47亿,0.04,9.23,3427.00万,8.37亿,-,11.86
sz000593,7.68,5.04,21.28亿,2.32,54.41/54.91,2.80亿,0.01,3.27,807.76万,2.23亿,0.96%,4.59
sz000595,8.27,4.88,20.29亿,0.98,-/-,2.48亿,-0.13,8.36,812.93万,2.17亿,-,5.98
sz000596,34.33,16.15,137.94亿,7.80,22.18/22.83,5.04亿,0.71,3.51,510.30万,3.84亿,1.29%,3.04
sz000597,13.10,5.19,59.14亿,3.34,-/-,4.75亿,0.24,3.74,1206.92万,3.30亿,-,1.42
sz000598,12.66,4.06,169.92亿,2.31,22.79/23.22,29.86亿,0.13,2.47,6982.10万,17.31亿,0.44%,6.87
sz000599,5.58,2.98,28.08亿,3.01,101.46/65.35,5.25亿,0.05,1.78,981.05万,5.25亿,0.18%,0.59
sz000600,6.94,3.84,116.99亿,3.91,16.36/8.21,17.92亿,0.67,1.67,1152.59万,9.14亿,3.04%,1.22
sz000601,5.31,3.06,51.33亿,3.43,24.80/23.54,10.81亿,0.17,1.39,1236.06万,9.94亿,1.74%,1.95
sz000603,18.95,10.13,79.54亿,1.08,27.44/35.44,5.05亿,0.17,14.53,857.48万,8939.90万,6.12%,11.70
sz000606,10.69,4.71,31.35亿,1.87,117.72/341.76,4.72亿,-0.05,3.54,1631.86万,4.06亿,0.30%,8.50
sz000607,11.21,3.62,53.11亿,0.77,428.17/889.05,4.88亿,0.01,14.13,1614.54万,4.88亿,-,2.46
sz000608,6.02,3.58,33.22亿,5.33,11.86/12.38,7.50亿,0.03,0.83,584.98万,7.50亿,0.68%,5.33
sz000609,14.12,5.05,41.97亿,3.87,40.34/36.62,2.98亿,-0.02,3.64,717.80万,2.74亿,-,11.82
sz000610,8.85,5.84,16.27亿,2.26,189.86/212.92,1.97亿,-0.06,3.67,438.94万,1.95亿,0.37%,2.40
sz000612,11.63,5.21,112.30亿,3.76,42.71/45.71,12.01亿,0.09,2.48,2468.96万,11.69亿,2.77%,2.05
sz000613,8.14,3.72,24.98亿,0.22,-/-,3.64亿,0.00,30.82,912.28万,2.61亿,-,119.49
sz000615,11.15,4.68,23.60亿,2.85,-/-,2.12亿,0.01,3.91,433.53万,2.12亿,-,3.39
sz000616,4.57,2.52,56.49亿,2.99,26.46/20.51,14.30亿,0.18,1.32,4541.07万,14.30亿,0.56%,4.01
sz000617,10.19,6.08,28.73亿,2.37,291.79/-,2.88亿,-0.10,4.21,668.81万,2.88亿,-,2.36
sz000619,9.56,5.61,27.47亿,6.45,19.68/19.69,3.60亿,0.18,1.18,618.58万,3.60亿,1.31%,0.67
sz000620,9.08,4.26,100.03亿,2.06,19.67/25.33,15.98亿,0.12,3.04,1293.57万,15.98亿,1.66%,4.31
sz000622,6.84,3.45,23.86亿,0.53,235.52/438.86,4.25亿,-0.02,10.50,1054.48万,2.73亿,-,13.48
sz000623,20.39,13.28,156.08亿,12.35,14.74/13.28,8.94亿,0.60,1.41,1233.06万,7.71亿,0.57%,7.11
sz000625,14.19,7.74,635.09亿,4.63,18.12/10.94,46.63亿,0.78,2.94,3229.03万,33.88亿,0.73%,1.50
sz000626,10.17,5.29,20.29亿,2.28,55.41/44.98,2.03亿,0.19,4.40,315.24万,2.02亿,-,0.04
sz000627,3.66,2.29,42.23亿,1.16,-/45.15,13.54亿,0.13,2.69,2173.58万,13.54亿,-,4.13
sz000628,8.86,5.06,18.70亿,0.88,133.60/306.68,2.19亿,-0.06,9.72,455.79万,1.88亿,-,0.83
sz000629,3.71,1.87,229.35亿,1.83,41.77/28.91,85.90亿,0.07,1.46,1.29亿,47.67亿,0.39%,1.42
sz000630,17.59,8.36,159.93亿,7.82,27.93/32.36,14.22亿,0.16,1.44,2161.27万,14.22亿,0.89%,0.19
sz000631,6.58,3.79,62.00亿,3.02,10.17/7.97,10.46亿,0.20,1.96,1334.60万,10.45亿,1.01%,1.73
sz000632,6.05,3.08,25.65亿,2.68,182.40/185.30,4.66亿,0.01,2.05,1777.47万,4.65亿,-,0.52
sz000633,7.89,4.53,28.31亿,0.55,485.99/-,3.85亿,-0.04,13.34,400.96万,3.85亿,-,26.90
sz000635,10.87,6.58,32.67亿,9.20,42.43/32.58,3.03亿,0.25,1.17,462.92万,1.77亿,0.95%,1.38
sz000636,8.84,5.05,57.50亿,3.49,65.46/64.32,6.71亿,0.06,2.45,1126.76万,6.71亿,0.35%,2.56
sz000637,6.58,3.81,32.18亿,1.58,66.66/53.60,5.20亿,0.07,3.91,1324.55万,3.66亿,1.16%,0.92
sz000638,6.52,3.98,18.72亿,0.74,-/-,3.09亿,0.01,8.17,640.53万,3.09亿,-,17.22
sz000639,20.36,13.00,34.27亿,6.11,18.94/19.87,1.88亿,0.26,2.98,313.88万,1.88亿,1.67%,1.54
sz000650,6.64,4.42,56.27亿,1.86,28.98/33.25,9.91亿,0.13,3.05,1335.92万,9.90亿,1.76%,2.89
sz000651,34.34,22.90,890.63亿,11.90,8.19/7.08,30.08亿,1.90,2.49,1636.29万,29.86亿,5.01%,0.73
sz000652,4.97,3.06,67.58亿,1.38,58.10/46.46,14.76亿,-0.02,3.33,2155.12万,14.63亿,0.22%,0.66
sz000655,11.61,6.32,48.40亿,5.10,18.50/19.06,5.95亿,0.14,1.59,755.17万,5.95亿,2.47%,2.61
sz000656,15.30,6.53,112.38亿,6.75,11.42/17.41,11.59亿,0.39,1.44,1075.01万,4.17亿,1.23%,0.89
sz000657,15.37,9.48,95.56亿,5.21,60.30/-,6.29亿,-0.32,2.92,516.89万,1.44亿,-,0.90
sz000659,3.47,1.81,44.23亿,0.91,-/-,12.86亿,0.07,3.79,2112.68万,12.84亿,-,1.57
sz000661,131.50,76.91,135.27亿,9.49,47.65/55.95,1.31亿,0.81,10.85,168.32万,1.31亿,0.41%,6.52
sz000663,15.07,6.00,25.57亿,1.53,229.88/192.97,2.03亿,-0.04,8.23,861.03万,1.67亿,-,5.36
sz000665,14.53,9.86,51.71亿,6.15,28.12/26.71,3.89亿,0.26,2.16,390.72万,1.90亿,0.59%,4.56
sz000666,13.06,6.79,89.00亿,7.46,15.04/17.64,7.04亿,0.31,1.69,607.08万,2.93亿,0.78%,1.68
sz000667,2.26,1.61,55.03亿,2.12,106.46/207.92,25.60亿,0.02,1.02,6056.98万,25.60亿,1.19%,1.48
sz000668,13.31,8.08,19.38亿,4.41,1096.21/-,1.47亿,-0.14,2.99,176.16万,1.47亿,0.08%,10.65
sz000669,42.35,16.47,82.08亿,4.69,27.37/26.26,4.04亿,0.40,4.33,231.23万,2.29亿,0.98%,4.10
sz000670,18.50,7.90,103.96亿,0.60,1805.88/11955.76,8.17亿,0.00,21.38,6211.10万,4.64亿,-,145.30
sz000671,21.38,6.88,128.00亿,3.26,19.64/18.44,10.44亿,0.18,3.76,680.30万,10.26亿,0.47%,1.72
sz000672,8.75,4.38,50.12亿,2.04,19.22/11.67,8.14亿,0.25,3.02,544.06万,2.11亿,-,1.72
sz000673,19.70,5.11,39.85亿,0.06,1760.10/1318.91,2.08亿,0.01,296.90,501.22万,2.08亿,-,176.47
sz000676,6.65,3.13,20.61亿,0.62,97.92/161.43,3.15亿,-0.05,10.63,417.85万,3.14亿,-,5.19
sz000677,5.25,2.60,34.04亿,0.38,-/-,8.64亿,-0.22,10.34,2138.92万,8.64亿,-,1.67
sz000678,6.24,3.51,26.30亿,2.52,833.06/148.50,4.29亿,0.04,2.43,1018.99万,3.01亿,-,2.07
sz000679,7.48,4.71,25.52亿,4.36,15.93/15.88,3.56亿,0.18,1.64,1068.98万,3.56亿,3.51%,0.68
